job_field,Top Job Title,Job Count,Top Skill,Skill Count
Software Development,"Software Engineer, Platform - Back-End",9,Project,124.0
Software Development,"Software Engineer, Platform - Back-End",9,Python,120.0
Software Development,"Software Engineer, Platform - Back-End",9,Developer,109.0
Software Development,"Software Engineer, Platform - Back-End",9,Agile,104.0
Software Development,"Software Engineer, Platform - Back-End",9,AWS,103.0
Software Development,Data Scientist II,8,Development,258.0
Software Development,Data Scientist II,8,Management,203.0
Software Development,Data Scientist II,8,Technology,177.0
Software Development,Data Scientist II,8,Cloud,143.0
Software Development,Data Scientist II,8,SQL,133.0
Software Development,Data Scientist II,8,Project,124.0
Software Development,Data Scientist II,8,Python,120.0
Software Development,Data Scientist II,8,Developer,109.0
Software Development,Data Scientist II,8,Agile,104.0
Software Development,Data Scientist II,8,AWS,103.0
Software Development,Software Engineer,8,Development,258.0
Software Development,Software Engineer,8,Management,203.0
Software Development,Software Engineer,8,Technology,177.0
Software Development,Software Engineer,8,Cloud,143.0
Software Development,Software Engineer,8,SQL,133.0
Software Development,Software Engineer,8,Project,124.0
Software Development,Software Engineer,8,Python,120.0
Software Development,Software Engineer,8,Developer,109.0
Software Development,Software Engineer,8,Agile,104.0
Software Development,Software Engineer,8,AWS,103.0
Software Development,Software Engineer - Infrastructure Automation,8,Development,258.0
Software Development,Software Engineer - Infrastructure Automation,8,Management,203.0
Software Development,Software Engineer - Infrastructure Automation,8,Technology,177.0
Software Development,Software Engineer - Infrastructure Automation,8,Cloud,143.0
Software Development,Software Engineer - Infrastructure Automation,8,SQL,133.0
Software Development,Software Engineer - Infrastructure Automation,8,Project,124.0
Software Development,Software Engineer - Infrastructure Automation,8,Python,120.0
Software Development,Software Engineer - Infrastructure Automation,8,Developer,109.0
Software Development,Software Engineer - Infrastructure Automation,8,Agile,104.0
Software Development,Software Engineer - Infrastructure Automation,8,AWS,103.0
Software Development,Data Engineer,6,Development,258.0
Software Development,Data Engineer,6,Management,203.0
Software Development,Data Engineer,6,Technology,177.0
Software Development,Data Engineer,6,Cloud,143.0
Software Development,Data Engineer,6,SQL,133.0
Software Development,Data Engineer,6,Project,124.0
Software Development,Data Engineer,6,Python,120.0
Software Development,Data Engineer,6,Developer,109.0
Software Development,Data Engineer,6,Agile,104.0
Software Development,Data Engineer,6,AWS,103.0
Systems Security,Global Security Threat Intelligence Analyst,4,Security,9.0
Systems Security,Global Security Threat Intelligence Analyst,4,Compliance,6.0
Systems Security,Global Security Threat Intelligence Analyst,4,Risk Assessment,5.0
Systems Security,Global Security Threat Intelligence Analyst,4,C,4.0
Systems Security,Global Security Threat Intelligence Analyst,4,Information Security,4.0
Systems Security,Global Security Threat Intelligence Analyst,4,GDPR,2.0
Systems Security,Global Security Threat Intelligence Analyst,4,ISO 27001,2.0
Systems Security,Global Security Threat Intelligence Analyst,4,Incident Response,2.0
Systems Security,Global Security Threat Intelligence Analyst,4,Risk Management,2.0
Systems Security,Global Security Threat Intelligence Analyst,4,SIEM,2.0
Systems Security,Cyber Security Analyst (m/w/d) – Schwerpunkt Microsoft Defender XDR und Microsoft Sentinel,1,Security,9.0
Systems Security,Cyber Security Analyst (m/w/d) – Schwerpunkt Microsoft Defender XDR und Microsoft Sentinel,1,Compliance,6.0
Systems Security,Cyber Security Analyst (m/w/d) – Schwerpunkt Microsoft Defender XDR und Microsoft Sentinel,1,Risk Assessment,5.0
Systems Security,Cyber Security Analyst (m/w/d) – Schwerpunkt Microsoft Defender XDR und Microsoft Sentinel,1,C,4.0
Systems Security,Cyber Security Analyst (m/w/d) – Schwerpunkt Microsoft Defender XDR und Microsoft Sentinel,1,Information Security,4.0
Systems Security,Cyber Security Analyst (m/w/d) – Schwerpunkt Microsoft Defender XDR und Microsoft Sentinel,1,GDPR,2.0
Systems Security,Cyber Security Analyst (m/w/d) – Schwerpunkt Microsoft Defender XDR und Microsoft Sentinel,1,ISO 27001,2.0
Systems Security,Cyber Security Analyst (m/w/d) – Schwerpunkt Microsoft Defender XDR und Microsoft Sentinel,1,Incident Response,2.0
Systems Security,Cyber Security Analyst (m/w/d) – Schwerpunkt Microsoft Defender XDR und Microsoft Sentinel,1,Risk Management,2.0
Systems Security,Cyber Security Analyst (m/w/d) – Schwerpunkt Microsoft Defender XDR und Microsoft Sentinel,1,SIEM,2.0
Systems Security,Cybersecurity / IT Security Analyst (w/m/d),1,Security,9.0
Systems Security,Cybersecurity / IT Security Analyst (w/m/d),1,Compliance,6.0
Systems Security,Cybersecurity / IT Security Analyst (w/m/d),1,Risk Assessment,5.0
Systems Security,Cybersecurity / IT Security Analyst (w/m/d),1,C,4.0
Systems Security,Cybersecurity / IT Security Analyst (w/m/d),1,Information Security,4.0
Systems Security,Cybersecurity / IT Security Analyst (w/m/d),1,GDPR,2.0
Systems Security,Cybersecurity / IT Security Analyst (w/m/d),1,ISO 27001,2.0
Systems Security,Cybersecurity / IT Security Analyst (w/m/d),1,Incident Response,2.0
Systems Security,Cybersecurity / IT Security Analyst (w/m/d),1,Risk Management,2.0
Systems Security,Cybersecurity / IT Security Analyst (w/m/d),1,SIEM,2.0
Systems Security,DevSecOps Engineer,1,Security,9.0
Systems Security,DevSecOps Engineer,1,Compliance,6.0
Systems Security,DevSecOps Engineer,1,Risk Assessment,5.0
Systems Security,DevSecOps Engineer,1,C,4.0
Systems Security,DevSecOps Engineer,1,Information Security,4.0
Systems Security,DevSecOps Engineer,1,GDPR,2.0
Systems Security,DevSecOps Engineer,1,ISO 27001,2.0
Systems Security,DevSecOps Engineer,1,Incident Response,2.0
Systems Security,DevSecOps Engineer,1,Risk Management,2.0
Systems Security,DevSecOps Engineer,1,SIEM,2.0
Systems Security,Information Security Manager,1,Security,9.0
Systems Security,Information Security Manager,1,Compliance,6.0
Systems Security,Information Security Manager,1,Risk Assessment,5.0
Systems Security,Information Security Manager,1,C,4.0
Systems Security,Information Security Manager,1,Information Security,4.0
Systems Security,Information Security Manager,1,GDPR,2.0
Systems Security,Information Security Manager,1,ISO 27001,2.0
Systems Security,Information Security Manager,1,Incident Response,2.0
Systems Security,Information Security Manager,1,Risk Management,2.0
Systems Security,Information Security Manager,1,SIEM,2.0
Systems Security,Security Consultant DRC (m/w/d),1,Security,9.0
Systems Security,Security Consultant DRC (m/w/d),1,Compliance,6.0
Systems Security,Security Consultant DRC (m/w/d),1,Risk Assessment,5.0
Systems Security,Security Consultant DRC (m/w/d),1,C,4.0
Systems Security,Security Consultant DRC (m/w/d),1,Information Security,4.0
Systems Security,Security Consultant DRC (m/w/d),1,GDPR,2.0
Systems Security,Security Consultant DRC (m/w/d),1,ISO 27001,2.0
Systems Security,Security Consultant DRC (m/w/d),1,Incident Response,2.0
Systems Security,Security Consultant DRC (m/w/d),1,Risk Management,2.0
Systems Security,Security Consultant DRC (m/w/d),1,SIEM,2.0
