Job Title,Job Description,Location,Salary Estimate,Rating,Company Name,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,"StraitSys is looking for a Data Scientist in Washington, DC

StraitSys is certified woman owned business that was started in 2007. We have offices both in the metro Washington, DC area and Huntsville, AL. Our passion is delivering systems, services and solutions in support of the critical missions of our customers. Our Customers look to us to provide them experts in Information Technology Services, Insider Threat Analysis, Cybersecurity and Program Management.

StraitSys has an excellent reputation with our employees and customers. Everyone at StraitSys lives by our Core Values: Make Relationships Matter; Strive for Excellence; and Exhibit Uncompromising Character. This commitment sets us apart and helps us to be an employer of choice for great people looking to work for a great company!

We care about people and we show it. People at StraitSys become part of a family and are engaged regularly with the CEO and other company leadership because we value our employees input.

Only Candidates With An Active Top Secret Clearance will be considered.

StraitSys is looking for a Data Scientist to help support the FBI in Washington DC.

Qualified Candidates must have experience with the following:
Prefer Statistics and modeling experience
Prefer AWS/Cloud experience/certification.
Experience leading and/or designing low to medium complexity machine learning, statistical analysis and data analyst tasks.
Experience supporting operations and maintenance of legacy data processes leveraging MS Access, Python, VBA, Powershell, Power Query, and JavaScript.
Experience developing visualizations, info graphics, and charts to communicate model results and data science-derived findings.
Experience in data science tools and methodologies to evaluate data sets to improve data analysis.
Top Secret Clearance
Find out more about us on Social Media

www.straitsys.com

https://twitter.com/straitsys

https://www.facebook.com/Straitsys/

https://www.linkedin.com/company/straitsys/

Equal Employment Opportunity
StraitSys is an EEO and Affirmative Action Employer of Female/Minorities/Veterans/Individuals with Disabilities. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Information about Equal Employment Opportunity (EEO) and Employee Polygraph Act (EPPA) provisions in addition to other Federal labor laws can be found at the Department of Labor's Website.

StraitSys is committed to providing veteran employment opportunities to our service men and women.

Powered by JazzHR","Washington, DC",$46K-$79K (Glassdoor Est.),4.4,"StraitSys
4.4",1 to 50 Employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD)
Data Scientist,"Position: Data Scientist

Duration: 6 Months (CTH)

Location: Santa Ana, CA

Top Responsibilities:
Analytic data model development
Quality check of output from other developers
Data exploration/research
Documentation of logic and results
Presentation of logic and results to team and stakeholders.
Skills/attributes:
Programming: SQL, Python, Spark, Hive
Libraries: Scikit-Learn, Numpy
Analytics: Regression, Classification, Clustering, (Decision Trees, SVM, Linear Regression, Logistic Regression, KNN, KMeans)
Visualization: Matplot
Systems: UNIX, Windows
Soft: Integrity, strong verbal and written communication, teamwork, creativity
Experience: 3-4 years related field.
Nice to have:
Analytics: Neural Networks, Graph Computation, Approximate Nearest Neighbors, Time Series, NLP
Visualization: Tableau, Plotly, Excel
Infrastructure: Big Data, Cloud Computing, High Performance Computing (GPUs)
Experience: 5+ years related field .","Santa Ana, CA",$46K-$79K (Glassdoor Est.),4.3,"Intone Networks Inc
4.3",201 to 500 Employees,-1,Company - Private,IT Services,Information Technology,$10 to $25 million (USD)
Data Scientist,"Role Overview:

Looking for data scientists that will help us discover and leverage digital retail data to help our clients drive top line sales and add meaningful value to their businesses. Primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated into our various platforms. In addition, applying advanced machine learning techniques where appropriately to improve performance of the Decision Science solutions.

Key Accountabilities:
Own data science projects through full cycle implementation
Perform analysis to predict outcomes based on business questions/problems
Processing, cleansing, and verifying the integrity of data used for analysis including normalization, standardization, PCA, correlation, data wrangling, etc.
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state-of-the-art methods including but not limited to K-means, kNN, Neural Networks, Decision Trees, Random Forests, Logistic Regression, Linear/Multiple Regression, etc
Doing ad-hoc analysis and presenting results in a clear manner
Market Mix Models
Quantify what drove sales changes looking at metrics such as Average Selling Price, Out of Stock, Coupons, Discounts, Media attributed clicks, etc.
Utilize results to help our clients make better investment choices to drive incremental sales
Integrate models into our internal dashboard to visualize and make output of models easily accessible
Media Analytics
Participate in media innovation groups to test and learn new ways of setting up and running media campaigns on Amazon (AMS, AAP), and other online retailers including but not limited to Instacart, Walmart, Target, Kroger, Shipt, etc.
Develop and test models to move from manual and rule-based campaign management to programmatic campaign management
Hypothesis Testing
Perform hypothesis testing to better understand data sets and comparison of data sets.
The following tests might include but are not limited to Normality Testing, T-Test, Chi-Square Test, ANOVA, HOV, etc.
Coach team members less experience in the field of ML
Skills, Experience, Qualifications Required:
Weâ€™re looking for someone with 5-7 years of experience manipulating data sets and building statistical models, has a Masterâ€™s or PHD in Statistics, Mathematics, Computer Science or another quantitative field
Experience with programmatic media, Google ads, Facebook Advertising, etc. is a plus
Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc
Experience querying databases and using statistical computer languages: R, Python, SQL, etc. Excellence in at least R or Python is highly desirable
Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.
Experience with data visualisation tools, such as D3.js, GGplot, Tableau, etc.
Excellent written and verbal communication skills for coordinating across teams
What we offer:
Our benefits package incorporates what weâ€™re passionate about â€“ unlocking your future, overall well-being, and sustainability â€“ whilst giving you control over your benefits.
Unlimited Paid Time Off
401K â€“ Saving Incentive plan
Medical and Dental Insurance plans
Flexible Spending Accounts
Vision benefits
Great learning and development opportunities
Life Assurance and Disability insurance
Option to opt into the Ascential Shares Scheme
About Flywheel

Flywheel Digital is a diverse collection of practitioners who have solved the most challenging problems for numerous Fortune 500 companies on Amazon. We love rolling up our sleeves to figure out the root cause of issues and implement structural fixes to get and keep our client's business on track. Our team of business managers, search managers, analysts, and software developers work together to provide industry-leading support to the best brands on Amazon. Flywheel are headquartered in Baltimore in the United States and have recently set up a European hub in London. In 2018 Flywheel was acquired by Ascential PLC.

Want more info?

Find out more on what our people say:

Ascential YouTube Channel

If we inspire you, why not join and inspire us?","Baltimore, MD",$46K-$79K (Glassdoor Est.),3.6,"WGSN
3.6",1 to 50 Employees,1998,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
Data Scientist,"GEICOâ€™s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic modeling initiatives. We see our projects through the entire data science lifecycle, from problem definition to data exploration, data munging, modeling, analysis, and deployment into production systems. We maintain a close partnership with IT to ensure that our models can be deployed quickly and monitored in a flexible deployment framework.

As a Data Scientist, you will be a member of this diverse and highly skilled team. On any given day, you may be exploring new data sets with a business or IT partner, learning the intricacies of a business process, building models, or coordinating the productionalization of a model. You will use a variety of tools (including SQL, Python, R, Spark, and shell scripting) in a variety of environments (including various databases, Linux servers, and Hadoop). Youâ€™ll work in a highly collaborative, team environment where you will quickly develop wide ranging exposure to new methods and best practices for conducting data science in a commercial environment.

Expected Qualifications:
Bachelorâ€™s degree in a quantitative discipline, such as statistics, data science, computer science, mathematics, engineering, physics, etc. Advanced degree strongly preferred
2 years of combined academic/industry experience with predictive modeling, machine learning, advanced analytics
Solid understanding and experience with advanced statistics and modern machine learning predictive techniques such as GLMs, decision trees, forests, boosted ensembles, neural networks, deep learning, etc.
Strong coding skills using common data science tools, such as Python (strongly preferred), R, Linux/Unix command line and shell scripting, etc.
Strong skills in data processing using SQL, Hive, Impala, Spark, or equivalent querying language
Familiarity with distributed storage and big data computing technology (AWS, Hadoop, Spark, etc.)
Excellent communication skills
Passion for extracting hidden insights and building machine learning systems that enhance business outcomes
Note: The safety of our associates, both current and future, is GEICOâ€™s highest priority. At this time, most of our associates are working remotely due to the current COVID-19 pandemic. Candidates who are selected for this position will be trained remotely and must be able to work from home in a designated work area. Once GEICO determines it is safe for associates to return to the office, candidates may be required to work in our Chevy Chase, MD office.

About GEICO
For more than 75 years, GEICO has stood out from the rest of the insurance industry! We are one of the nation's largest and fastest-growing auto insurers thanks to our low rates, outstanding service and clever marketing. We're an industry leader employing thousands of dedicated and hard-working associates. As a wholly owned subsidiary of Berkshire Hathaway, we offer associates training and career advancement in a financially stable and rewarding workplace.

Our associates' quality of life is important to us. Full-time GEICO associates are offered a comprehensive Total Rewards Program*, including:
401(k) and profit-sharing plans
Medical, dental, vision and life insurance
Paid vacation, holidays and leave programs
Tuition reimbursement
Associate assistance program
Flexible spending accounts
Business casual dress
Fitness and dining facilities (at most locations)
Associate clubs and sports teams
Volunteer opportunities
GEICO Federal Credit Union
Benefit offerings for positions other than full-time may vary.
GEICO is an equal opportunity employer. GEICO conducts drug screens and background checks on applicants who accept employment offers.

How to Apply

Click ""Apply for Job"" to complete your application. You will need an active email address and phone number. Please upload your resume, preferably as Word .doc files or PDF. Once you begin your application you can save it and access it later. Your application should include any work and/or internship experience from at least the past five years.
#LI-JW1
#DI-JW","Chevy Chase, MD",$46K-$79K (Glassdoor Est.),3.4,"GEICO
3.4",10000+ Employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD)
Data Scientist,"As a Data
Scientist you will help build advanced models that enable the business and
functional teams be smart in serving the customers and building the new
business models. This role provides an opportunity to work with world class
digital transformation, manufacturing operations and R&D teams.

Key
Responsibilities
Evaluate the AI/ML readiness of business units,
processes and provide the related data acquisition recommendations to
bridge the gaps
Build advanced machine learning models that help
optimize the CRM, manufacturing and supply chain processes
Conduct rapid experiments using the latest
technologies like auto ml and recommend the model that best fit the
business requirement.
Provide clear direction to data engineers for model
specific data transformation requirements
Collaborate with AI/ML engineers to establish the
MLOPs for the models that are proven to be successful with early adopters
to scale the benefits to larger set of end users
Partner with AI/ML product managers and support the
related roadmap execution
Research advanced concepts and advocate the new
techniques to advance the practice to next levels
Qualifications
Masterâ€™s degree in Data Science or applicable field of
study required
Bachelorâ€™s degree in Business, Mathematics,
Statistics, Computer Science, Management Science or Information Systems
related fields required
Minimum of 5 years of experience using data analysis
techniques to solve business problems regardless of industry
Minimum of 3 years of experience with RDBMS and SQL
Minimum of 2 years of experience with R, Python and/or
other statistical programming languages applying the appropriate
statistical procedures to problems
Minimum 2 years of experience with data storytelling
and visualization technologies
Experience with agile development methodology
About us:

Here at PPG we
make it happen, and we seek candidates of the highest integrity and
professionalism who share our values, with the commitment and drive to strive
today to do better than yesterday â€“ everyday.

PPG: WE PROTECT
AND BEAUTIFY THE WORLDâ„¢

Through
leadership in innovation, sustainability and color, PPG helps customers in
industrial, transportation, consumer products, and construction markets and
aftermarkets to enhance more surfaces in more ways than does any other
company.. To learn more, visit www.ppg.com and follow @ PPG on Twitter.
The PPG Way

Every single
day at PPG:

We partner
with customers to create mutual value.

We are
insightful, dedicated and proactive. We have intimate knowledge of the market
and our customers. We focus on practical solutions that make a difference.

We are â€œOne
PPGâ€ to the world.

We are better
and stronger together. We leverage our scale to reach new markets and introduce
innovative technologies as we differentiate and disrupt our markets.

We trust our
people every day, in every way.

We enable and
empower our people to make the right decisions. We are inclusive, transparent
and respectful. Our feedback is clear and actionable.

We make it
happen.

We have a
passion for winning. We achieve. We deliver with discipline and integrity. We
bring our best energy to our work. We decide and act intelligently and quickly.

We run it
like we own it.

We respect one
another by being responsible and accountable. We always act in the best
interest of our company, customers, shareholders and our communities.

We do better
today than yesterday â€“ everyday.

We continuously
learn. We develop our people to grow our businesses.

PPG Way:
(Click here to learn more about the PPG Way)

PPG vision:
http://corporate.ppg.com/Our-Company/PPG-Vision.aspx

We are One
PPG: http://one.ppg.com/

PPG provides
equal opportunity to all candidates and employees. We offer an opportunity to
grow and develop your career in an environment that provides a fulfilling
workplace for employees, creates an environment for continuous learning, and
embraces the ideas and diversity of others. All qualified applicants will
receive consideration for employment without regard to sex, pregnancy, race,
color, creed, religion, national origin, age, disability status, marital
status, sexual orientation, gender identity or expression. If you need
assistance to complete your application due to a disability, please email
recruiting@ppg.com.

PPG values your
feedback on our recruiting process. We encourage you to visit Glassdoor.com and
provide feedback on the process, so that we can do better today than yesterday.

Benefits will
be discussed with you by your recruiter during the hiring process.","Pittsburgh, PA",$46K-$79K (Glassdoor Est.),3.2,"PPG
3.2",10000+ Employees,1883,Company - Public,Chemical Manufacturing,Manufacturing,$10+ billion (USD)
Data Scientist,"Lead, collaborate and join integrated teams that apply advanced methods, theories, and research techniques in the investigation and solution development of complex data analysis problems. As a data scientist, you will help teamsâ€™ advance complex analysis, design, development, and testing of scalable end-to-end data pipelines from prototype to production, that include data analysis, visualization, and machine learning. At Fortego, you will embark on a journey of exciting, impactful & highly technical work with good people that treat you like family.

If that sounds like you, and youâ€™ve got the skills and qualifications listed below with a TS/SCI with a Polygraph, we encourage you to apply.
We are looking for junior, mid-level or senior-level data scientists with the following:
Demonstrated software development experience with Python in a Unix environment.
Practical knowledge in Python Machine Learning and Data Visualization
Practical knowledge in Data ETL such as working with: Data loading from SQL, CSV, JSON, Excel, etc., Web scraping (Beautiful Soup, Scrapy, etc.) and Data Wrangling/Cleaning
Experience using the Unix command line.
Proficiency in statistical packages using any of the following: Python, R, STATA, SPSS, etc.
Candidate may have some practical knowledge in these skill sets (not required, but helpful):
Using the Atlassian Tool Suite.
Continuous integration /continuous delivery (CI/CD)
Working knowledge with other object-oriented programming languages such as Java or C++
Working knowledge with Front-end data visualization libraries (i.e., D3.js; Raphael.js, etc.)
Experience with development of any of the following; Hadoop, Pig, MapReduce, or HDFS
Requirements:
TS/SCI with a Polygraph
Looking for junior, mid and senior-level data scientists
The benefits:
Rewarding your hard work: Referrals, sign on, profit sharing, quarterly awardsâ€¦ need we go on?
Generous training budget: Designed by you.
PTO that has your back: For the families and the unbounded adventures, from furloughs to inclement weather, we are there.
Top notch health care and 401k package: If these drive you, this is your stop.
Something always going on: Team lunches, happy hours, fantasy leagues, game nights, homebrew competitions and monthly family events.
We support innovation: Got an idea? Want to learn something new? Whatever it is we will help see it through.
About Fortego
Fortego helps solve some of the most difficult cyber issues the world faces today. Our employees spend their working hours deep in the trenches handling the most critical and exciting challenges on the national security front. As for the other hours of the day, you will find Fortego employees kicking back and enjoying benefits that span from family activities to sporting events, supporting veterans in the community, and exploring new tech.

Fortego is an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.","Columbia, MD",$46K-$79K (Glassdoor Est.),5,"Fortego
5.0",51 to 200 Employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
"Data Scientist, Payments Data Science, WPC Analytics - SCV","Posted: Sep 3, 2020
Role Number:
200188558
At Apple, extraordinary ideas have a way of becoming great products, services, and customer experiences very quickly. If you are an ambitious, high-energy individual who is not afraid of challenges, weâ€™re looking for you to join the Wallet, Payments & Commerce Analytics organization to drive optimization analytics for the Apple Services business. The WPC Analytics team supports all commerce, payments & subscription platforms across all of Appleâ€™s Services business (App Store, iTunes, Music, Books, TV+, iCloud, Apple Wallet). You are skilled analytically with a strong business sense. You will be a partner to the business, understand their goals and then use your skills and subject matter expertise to surface actionable insights that drive business and customer benefits. You will collaborate with partners across marketing, product, design, engineering, and business teams to drive your findings and recommendations into action. Our culture is about getting things done iteratively and rapidly, with open feedback and debate along the way; we believe analytics is a team sport, but we strive for independent decision-making and taking smart risks.
Key Qualifications
5 + years of recent experience in a data science or data analyst role.
Strong passion for applied empirical analytics, data mining and predictive analytics to provide with impactful insights
We seek experience measuring UX impact, customer engagement, planning and analyzing AB experiments.
Expertise in building sophisticated models to improve relevancy of our marketing efforts. Help ensure we send the right message to the right person at the right time!
Confirmed collaboration, communication and story telling skills with ability to adapt and connect across a variety of audiences. This includes strong writing, and data visualization skills with the ability to communicate complex quantitative analysis in a clear, detailed, and measurable manner to senior executives.
Ability to partner with the data engineering and BI teams to run workflows, requirements and project roadmap to ensure consistent data availability, data quality and data accessibility.
Excellent time management skills to operate with tight deadlines and balance the pressure of product launches and executive requests.
Be a self-starter, driven, accountable and a high-energy teammate
Strong familiarity with multiple platforms, tools, methodologies in data analysis and insight synthesis.
Have strong working knowledge of database structures and data warehousing principles and have authoritative level SQL with the ability to ETL both structured and unstructured data from various sources.
Conceive and execute the design of end to end scripted analytics solutions using SQL/TeraData as well as modern analytical systems in Spark SQL, PySpark/Hadoop as well as experience using Notebooks.
Experience in data visualization tools such as Tableau for full-stack data analysis, insight synthesis and presentation.
Prior experience working with financial products or large multinational marketplaces/e-commerce desirable!
Description
You will play a key role improving the AMP commerce, payments & subscription platform and marketing efforts. As a member of this team you will help optimize the platform by developing new data products, tuning existing features, developing marketing strategies and evaluating campaign performance.

Deep dives in large-scale data to identify key insights that inform product improvements and business strategy.

Supervised and unsupervised learning.

A/B testing and causal modeling.

Define how best to measure and monitor payments products and features.

Engage with business, engineering, product management teams as a thought partner.

Build and maintain positive relationships with key partners across the company to successfully deliver impactful insights.

Partner with other Apple organizations on data gathering, data governance, democratizing data with reporting tools and evangelizing critical metrics.
Education & Experience
Minimum of bachelorâ€™s degree, preferably in economics, statistics, computer science, or related quantitative field.

Advanced degree in Applied Econometrics, Statistics, Data Mining, Machine Learning, Analytics, Mathematics, Operations Research, Industrial Engineering, or related field preferred.","Santa Clara, CA",$46K-$79K (Glassdoor Est.),4.2,"Apple
4.2",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Data Scientist,"SHAPE THE FUTURE OF MOBILITY FROM DAY ONE.

This position is part of our Connected Services segment and is located in Allen Park, Michigan.

Summary:

Reporting to the Data Science Manager, the Data Scientist will be a key member of Aptiv Connected Servicesâ€™ Data Science team. The position supports Product Management and Customer Success teams by facilitating and implementing advanced data analytics, reporting, and visualizations, driving business insights that will strengthen the companyâ€™s product focus and provide value for our customers

Responsibilities:
Work as part of centralized Data Science and analytics function, engaging and interacting with multiple functional areas within the organization.
Work in concert with product leadership and subject matter experts to identify and develop analysis techniques, including statistical modelling and machine learning, to solve business problems by leveraging mathematics and computer science.
Process and manipulate large data sets across a range of platforms and using diverse processing techniques.
Perform iterative analysis and modeling exercises on large sets of engineering data to uncover trends, insights, and anomalies with the goal of solving targeted business problems.
Work with large amounts of engineering and operational data, turning complex statistical observations into succinct and clear messaging for product leadership and customer success teams.
Enable stakeholders to make key decisions with accurate data analysis, reports and presentations of key findings.
Support engineering and product teams to productionize and deploy scalable models and analytic solutions within the framework of Aptivâ€™s cloud and edge platform.
Support engineering and product teams to develop and productionize dashboards, BI tools, and other data visualization methods that are underpinned by Aptivâ€™s modelling and analytics platform.
Stay abreast of analytics and business intelligence trends.
Must Haves (Basic Qualifications)
University degree in computer science, mathematics, statistics, economics or related field.
Experience developing and deploying predictive models and machine learning algorithms into production environment is desired.
Experience with relational databases (MySQL) and knowledge of NoSQL databases (e.g. MongoDB).
Experience using R, Python, Hadoop, or similar
Strong understanding of Business Intelligence, design and analysis methodologies, developing and designing reports, visualizations or dashboards for business users.
Experience working in cloud environment with platforms and frameworks such as; Google BigQuery, Azure Data Lake Analytics, Spark, Kafka or similar is an asset.
Effective time management skills in order to meet multiple, competing deadlines on time in an agile product development environment.
Knowledge of / experience in the automotive engineering industry is a plus but not required.
Aptiv Rewards and Advantages
Competitive compensation with bonus potential
Learning and development opportunities
Discount programs with various manufacturers and retailers
Recognition for innovation and excellence
Opportunities to give back to the community
Meaningful work that makes a difference in the world
Relocation assistance may be available
Tuition Reimbursement
Paid Time Off (Vacation, Parental leave, etc.)
About Connected Services

Aptiv is making mobility real. Todayâ€™s software-defined vehicles generate a lot of data. Itâ€™s expensive to transmit, and itâ€™s not all useful. Aptivâ€™s Connected Services team is a global provider of telematics and analytics solutions serving the transportation industry. We help our customers identify the data they need to operate more efficiently and produce better products. With teams working across the globe, Connected Services creates and delivers solutions that combine comprehensive data acquisition methods with powerful edge and cloud computing architecture resulting in an enterprise-class solution for fleet management, product development, connected vehicle and data exchange applications.

Privacy Notice - Active Candidates: https://www.aptiv.com/privacy-notice-active-candidates

Aptiv is an equal employment opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, gender identity, sexual orientation, disability status, protected veteran status or any other characteristic protected by law.","Allen Park, MI",$46K-$79K (Glassdoor Est.),3.5,"Aptiv
3.5",10000+ Employees,2017,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD)
Data Scientist,"Company

Common Networks was founded on the idea that everyone should have a choice for fast, affordable access to broadband internet. Right now, most homes in the U.S. don't. High-speed access unlocks all the superpowers on the internet. When it works, it can be a great leveling force across the world, giving everyone access to educational tools, entertainment, immediate translations, or even medical care that they wouldnâ€™t otherwise have.

Common Networks has developed an innovative new way to deliver ultra high speed internet to suburban neighborhoods using wireless technology. We interconnect homes in a neighborhood, creating a mesh network between homes and our fiber internet sources. A whole community can then have fast and reliable internet service with only a few locations needing fiber access.

Role

As our first Data Scientist, you will own our entire data pipeline, from instrumentation and extraction to analytical presentations to the executive team. Building Internet infrastructure is expensive and our business model relies on leveraging data to find as many efficiencies as possible. To that end, youâ€™ll work with Product to find creative ways to reduce hardware costs, with Growth to squeeze every last conversion out of our onboarding funnel, with Engineering to discern network-wide ramifications of minute changes to router kernel parameters, with Coverage to sketch out the best buildings to target when we launch new markets, and with Operations to identify process breaks before they show up in our top-level metrics.

The ideal candidate is passionate about democratizing our data and eager to wear many hats -- one day might entail installing Tableau and coaching stakeholders on best practices with the new BI tool, while another might involve changing our backend to emit that one metric thatâ€™s going to drastically simplify the analysis youâ€™re trying to run. Our entire stack runs on GCP, with BigQuery as our data warehouse and all of our backend written in golang on Googleâ€™s Appengine -- bonus points if you come in with experience in those technologies, but weâ€™d also be thrilled to invest in a great candidate that hasnâ€™t worked with those exact products.

What you do
Build and maintain dashboards for core operational metrics (e.g. network reliability, growth funnel)
Own the methodologies behind how we measure ourselves and create new metrics as the business evolves
Clean and organize our data warehouse, manage scheduled aggregations, and expose rich views of data to stakeholders
Run your own investigations into our trickiest problems, finding approachable ways to present and visualize your findings to the rest of the company
Implement simple changes to our codebase when necessary -- you donâ€™t let yourself get blocked on engineering
Chart out Commonâ€™s data roadmap, striking the right balance between quick-and-dirty analysis vs. building out robust, scalable data flows.
Requirements
BS with 5+ years of professional experience in a Data Scientist or Data Analyst role
Solid programming skills in at least one language in addition to excellent SQL skills
Experience working with and manipulating large, complex datasets. Experience solving non-routine analysis problems, choosing the appropriate analytical methods and carrying the entire analysis from initial data gathering and requirements specification to final reporting and stakeholder presentation
Experience building, managing and organizing ETLs and data pipelines
Experience working with stakeholders to produce golden data datasets and clear views of common data needs
Excited to work in a startup environment on a small team; creative, resourceful, comfortable in a fast-moving environment. Excited to take on a wide range of responsibilities and cover many different roles loosely aligned around Data.
Demonstrated leadership and self-direction with a willingness to both teach others and learn new techniques.
Clear, logical, and thorough in written and verbal communication
Job Type: Full-time

Benefits:
401(k)
Dental Insurance
Health Insurance
Paid Time Off
Vision Insurance
Schedule:
Monday to Friday
Work authorization:
United States (Preferred)
Work Location:
One location
This Job Is Ideal for Someone Who Is:
Adaptable/flexible -- enjoys doing work that requires frequent shifts in direction
Achievement-oriented -- enjoys taking on challenges, even if they might fail
Autonomous/Independent -- enjoys working with little direction
Innovative -- prefers working in unconventional ways or on tasks that require creativity
High stress tolerance -- thrives in a high-pressure environment
Company's website:
common.net
Work Remotely:
Temporarily due to COVID-19","San Francisco, CA",$46K-$79K (Glassdoor Est.),4.6,"Common Networks
4.6",1 to 50 Employees,2016,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,Unknown / Non-Applicable
Data Scientist,"We are seeking a unicorn to join our industry leading technology team co-founded by the former CTO of salesforce.com. We are looking for passionate data scientists in hotel and revenue management space.

Responsibilities
Work alongside Data/ML Engineers and product management to identify patterns and trends in datasets to optimize Duetto's dynamic pricing and forecasting service.
Conduct research to develop custom data models and algorithms to improve the effectiveness and accuracy of pricing and forecasting engine.
Use predictive modeling to increase and optimize room bookings and revenue generation for customers (hotels, resorts, casinos, etc.)
Develop company A/B testing framework to test model quality.
Requirements
Bachelor degree in Data Science, Computer Science, Statistics, Mathematics, or related field.
Minimum 3+ years experience in a Data Scientist role.
Strong research and problem solving skills with an emphasis on product development.
Experience in SQL, data processing, data exploration, data preparation and validation.
Experience with machine learning pipelines, and using statistical computer languages (R, Python, etc.) to manipulate data and draw insights from large datasets.
Experience with data exploration toolkits pandas, jupyter, matplotlib, seaborn, numpy, SQL desired.
Knowledge of these frameworks are desired: statsmodel, scikit-learn, random forest, xgboost, keras, pytorch, tensorflow.
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, classification, regression, artificial neural networks, etc.) and their real-world advantages/drawbacks.
Knowledge of statistical techniques and concepts (regression, properties of distributions, ARIMA, Exponential Smoothing, statistical tests and proper usage, etc.).
Excellent written and verbal communication skills for coordinating across multiple engineering teams.
A passion for technology with a drive to stay up to date with technology and best practices.
About Duetto:


We are a team of passionate hospitality and technology professionals delivering a modern platform to hoteliers in over 60 countries. Our solutions address the biggest problems faced by the hospitality industry by simplifying distribution complexity and optimizing profitability with unique and powerful applications that increase conversion, guest loyalty, operational efficiency and revenue. Our goal is to become the most trusted, effective and widely used hotel technology company in the world. Founded in 2012, Duetto is headquartered in San Francisco with offices in Las Vegas, London, Singapore and Buenos Aires. Duetto is backed by leading investors: Warburg Pincus, Accel Partners, Icon Ventures, and Battery Ventures. If you want to be a part of a fast-growing company, working with amazing people tackling big challenges in a massive industry, then Duetto is looking for you.","San Francisco, CA",$46K-$79K (Glassdoor Est.),4.5,"Duetto
4.5",51 to 200 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD)
