Job Title,Job Description,Location,Salary Estimate,Company Name,Headquarters,Size,Type of ownership,Industry,Sector,Revenue
Data Analyst,"Role: SAS/Python Data Analyst
Experience:6+ Year
Location: Tempe AZ

Responsibility:
responsible for data requirement and insight generation for the commercial banking customer
Able to work independently
PL/SQL
Knowledge on Tableau
Diverse Lynx LLC is an Equal Employment Opportunity employer. All qualified applicants will receive due consideration for employment without any discrimination. All applicants will be evaluated solely on the basis of their ability, competence and their proven capability to perform the functions outlined in the corresponding role. We promote and support a diverse workforce across all levels in the company.","Tempe, AZ",$53K-$94K (Glassdoor est.),"Diverse Lynx
3.9","Princeton, NJ",501 to 1000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
Data Analyst,"About Us

People Helping People: It is Who We Are and What We Do

We do it by helping parents become better problem solvers, so they can improve the lives of their families while strengthening the various systems our children and youth rely on every day.

Established in 2002 as a non-profit organization, the Family Involvement Center has a dual role of supporting individuals, parents and primary supporters, thru direct services and advocacy, while collaborating with Arizona’s social services systems to improve integrated health care services, access to care, and holistic supports.

The Family Involvement Center (FIC) seeks extraordinary, mission-oriented people with a burning desire to help others. We are a team of values driven problem solvers motivated by results. We pride ourselves in developing a workplace culture that encourages staff to bring their whole selves to work every day. As a member of the FIC Team, you will have opportunities every day to make a difference in the lives of individuals and families, while participating in our quality improvement activities and program evaluation.

Position Title: Data Analyst

Reporting Manager: Director of Operations

Position Summary: The Analyst is responsible for the development and production of standard and ad hoc reports for purposes of program improvement. He/She will perform the appropriate analysis to evaluate and monitor the effectiveness of FIC’s service delivery. This position will efficiently and accurately mine information from various data sources and prepare meaningful reports. The Analyst will work collaboratively with FIC staff and ensure the accurate and timely delivery of data and data visualizations. This position is a key member of the Operations team.

Essential Responsibilities:

· Participate in planning, development, and management of dashboards.

· Analyze, interpret, and synthesize data to provide observations and conclusions.

· Create reports related to productivity, operational, and service objectives.

· Support Operations department to ensure quality periodic reporting, including improving the process and timely delivery.

· Maximize efficiency and effectiveness of assigned responsibilities.

· Recommend appropriate and effective presentation of data to convey analysis to diverse audiences.

· Other project management duties within Operations department as assigned.

Knowledge, Skills and Abilities:

· Ability to translate data into useful information through strong analytic, synthesis, and communication skills.

· Advanced knowledge of Microsoft Excel including formulas, pivot tables, and charts.

· Proficient in Microsoft Outlook, Word, and PowerPoint.

· Strong written and verbal communication skills and a commitment to collaboration among varying entities.

· High degree of accuracy, efficiency, organization, thoroughness and attention to detail.

· Ability to work independently and as a part of a team.

· Understanding of privacy and security of data.

Requirements:

· Minimum 3 years work experience in data collection, report development, and analysis in direct support of operations in a health care or social services environment.

· Preferred knowledge of program evaluation methodologies.

Job Type: Full-time

Pay: $50,000.00 - $60,000.00 per year

Benefits:
401(k)
401(k) Matching
Dental Insurance
Employee Assistance Program
Health Insurance
Life Insurance
Paid Time Off
Retirement Plan
Vision Insurance
Schedule:

8 Hour Shift
Monday to Friday
COVID-19 considerations:
Family Involvement Center follows all CDC and Government recommendations to keep our work environment clean and safe for visitors and employees.

Work Location:
One location
On the road
Company's website:
www.familyinvolvementcenter.org
Benefit Conditions:
Waiting period may apply
Work Remotely:
No","Phoenix, AZ",$53K-$94K (Glassdoor est.),"FAMILY INVOLVEMENT CENTER
3.6","Phoenix, AZ",1 to 50 employees,Nonprofit Organization,Social Assistance,Non-Profit,$1 to $5 million (USD)
Data Analyst,"Data Analyst

Job Title

Data Analyst

Job
ID

26969311

Location

Phoenix,

AZ

Other Location

Description

Career Evolutions is searching for a Data Analyst for an exciting and rapidly-growing wellness company in Phoenix, Arizona. This is an excellent career opportunity with a competitive compensation.

Duties Will Include:
Perform data profiling and analysis to clarify the nature and scope of data issues.
Identify and document data-cleansing requirements.
Develop strategies for duplicate identification and merging.
Drive the definition, development, testing and application of data cleansing strategies in a hands-on fashion:
Work with Subject Matter Specialists (SMS) to identify and prioritize data quality issues
Profile data to determine scope, risk, and cleansing approaches
Present cleansing options with recommendations for addressing issues
Develop and test cleansing scripts to automate cleansing wherever possible
Coordinate cleansing using data verification services where appropriate
Coordinate the application of cleansing activities with production support staff
Coordinate data entry resources and tasks and where manual cleansing is required
Configure and manage environment for data profiling and analysis.
Qualifications:
SQL fluency required, especially SQL Server.
Experience cleansing consumer data in volume (address, phone, email, etc.)
Familiarity with profiling tools and data cleansing services is strongly desirable.
Great team player with a positive attitude.
A highly proactive, energetic, and enthusiastic approach, projecting a sense that business is being taken care of responsibly.
Ability to see the “big picture” while addressing critical details.
Problem solving and analysis skills, combined with strong business judgment.
Attention to details, consistency and reliability of performance under tight deadlines.
Excellent communication skills both written and verbal.
Superior organization and planning skills. Capable of handling multiple activities and ad-hoc requests simultaneously.
Willingness to adapt to fast-paced delivery cycles; ability to multi-task.
Local candidates in the greater Phoenix area preferred.","Scottsdale, AZ",$53K-$94K (Glassdoor est.),"Career Evolutions
2.5","Scottsdale, AZ",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD)
Data Analyst,"Role: Data Analyst
Location: Tempe, AZ
Duration: 6+ Months

Job Description:

A driven, experienced data analyst to join the Vendor Managed Inventory team who has a passion for solving problems with data, an eye for process improvement, and the skill to execute changes.
You'll be a great fit if you have the grit to persevere through challenging or ambiguous problems, love a chance to step away from your desk to understand and improve processes, and get excited about translating data into action.

Â
Use statistical methods to analyze data and generate useful business reports to solve operational problems.
Be responsible for extracting, cleansing, and visualizing large data sets using the tools and techniques described above.
Plan and lead execution of identified process improvements and cross functional initiatives.
Proactively monitor existing reporting, identify areas of concern, and perform any additional analysis needed to understand underlying causes or nuances.
Deliver insights on urgent business challenges by performing ad hoc analysis and crafting accurate, easy to understand findings.
Forecast future performance based on impact of process improvements and changes to the business.
Work with management team to create a prioritized list of needs for each business segment.
Use data to create models that depict trends related to growth, consumption and forecast.
Work with Project managers to outline the specific data needs for each supplier negotiations.

Qualifications/Experience:

Bachelor's degree in Computer Science, Engineering, Math, or similar field from an accredited undergraduate institution required.
2+ years of professional experience in data, reporting, and analytics.
Ability to collaborate effectively and work as part of a team.
Strong attention to detail.
Strong analytical skills with proficiency in Microsoft SQL Server.
Experience with visualization software; Excel, Access, Pivot Tables, V-Look Up, Tableau proficiency a big plus.
Capable of managing competing priorities.
Ability to thrive (and preference to work) in a dynamic, fast-paced environment.
Ability to communicate confidently to senior leadership.","Tempe, AZ",$53K-$94K (Glassdoor est.),"Softcom Systems
4.4","Princeton, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
Data Analyst,"Door Sales & Installation is seeking a Data Analyst to develop reports, troubleshoot data issues, and conduct full life cycle analysis.
GENERAL JOB DESCRIPTION:
Interpret data, analyze results using statistical techniques and provide ongoing reports.
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality.
Acquire data from primary or secondary data sources and maintain databases/data systems.
Identify, analyze, and interpret trends or patterns in complex data sets.
Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems.
Work with management to prioritize business and information needs.
Locate and define new process improvement opportunities.
Assist in special projects or requests. Other duties as necessary.
KNOWLEDGE & EXPERIENCE:
Proven working experience (4 to 6 years) as a Data Analyst of Business Data Analyst.
Technical expertise regarding data models, database design development, data mining and segmentation techniques.
Strong knowledge of and experience with reporting packages data-bases (SQL etc.), programming (.net) SSRS
Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel)
SKILLS & ABILITIES:
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy.
Adept at queries, report writing and presenting findings.
Good interpersonal skills to work with different management levels.
Strong business acumen.
Job Type: Full-time
Benefits:
401(k)
401(k) Matching
Dental Insurance
Flexible Spending Account
Health Insurance
Life Insurance
Paid Time Off
Vision Insurance
Schedule:
Monday to Friday
Experience:
SQL, (.net) SSRS: 4 years (Required)
Data Analyst: 4 years (Required)
Company's website:
www.ericksoncompanies.com
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
No","Tempe, AZ",$53K-$94K (Glassdoor est.),Door Sales & Installations,-1,-1,-1,-1,-1,-1
Data Analyst,"The Paragon Group is a Columbus, Ohio based Information Technology firm delivering high quality, cost effective resources to a progressive clientele. Founded in 1998, The Paragon Group has a full time staff of highly skilled, motivated professionals. The Paragon Group provides staff augmentation, temp-to-perm placements, permanent placements, and consulting services both locally and nationally. We are a full time employer and offer a full benefits package. We are currently looking for a Data Analyst for long term employment opportunity.*Must be able to work on our W2* - Advanced SQL skills. - Have worked on multiple DB technologies like Teradata, Oracle, Redshift etc. - Proficient profiling skills, using tools like IDQ would be a plus. - Proficient source to Target mapping skills. - Moderate data modeling (Relational and Dimensional) skills - Good communication skills - All necessary professional skills to work on an Agile line.","Scottsdale, AZ",$53K-$94K (Glassdoor est.),"The Paragon Group
2.9","SUNDERLAND, United Kingdom",1001 to 5000 employees,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD)
Data Analyst,"Net Orbit Inc has openings for the position Data Analyst with Master's degree Computer Science, Engineering (any), Technology or related and 1 yr of exp to design and development of required analytic projects in response to business needs. Perform data migration tasks using SQL and HIVE queries between legacy mainframe to DB2, to Big Data (Hive, Impala) and similar enterprise RDBMS. Analyze and assess the quality and integrity of the data. Develop and implement data collection systems and other strategies that optimize statistical efficiency and data quality. Responsible for Application development using all phases of Software Development Life Cycle (SDLC) including Analysis, Design Development.
Work location is Tempe, AZ with required travel to client locations throughout the USA. Please mail resumes to 1232 E Broadway Rd, Suite 110, Tempe, AZ 85282 (OR) e-mail:","Tempe, AZ",$46K-$102K (Glassdoor est.),"Net Orbit Inc
4.3","Tempe, AZ",501 to 1000 employees,Company - Private,-1,-1,Unknown / Non-Applicable
Data analyst,"Greetings from Atos Syntel, We currently have a Full Time opportunity for Data Analyst at Phoenix, AZ. Data Analyst Phoenix, AZ Full Time, Knowledgeable with VBA Knowledgeable with PowerPivotPowerBI Versatile with different variations of SQL Experienced with conducting and presenting analytical findings Experienced proving follow-up support related to reporting and analytics Role-1 Level-1 Support Data analyst Atos Syntel is a leading global provider of integrated IT and knowledge process services and a member of the Atos Group, a global leader in digital transformation with 120,000 employees in 73 countries and annual revenue of 13 billion. We help global enterprises accelerate their digital journeys, increase agility and business performance, evolve their platforms to Digital native standards, and deliver scale and flexibility for todays dynamic business environment. Atos Syntel unites Atoss scale, market presence and capabilities in Orchestrated Hybrid Cloud, Big Data, Business Applications and Digital Workplace solutions with Syntels industry focus, global delivery model, and core and digital services powered by intelligent automation. Learn more at www.atos-syntel.net.","Phoenix, AZ",$46K-$102K (Glassdoor est.),"Atos Syntel Inc.
3.5","Troy, MI",10000+ employees,Subsidiary or Business Segment,IT Services,Information Technology,$1 to $2 billion (USD)
Data Analyst,"Job Description
Role Overview

Security, energy management, asset protection, and automation efficiencies...these are a few of our favorite things.

STRATIS IoT is actively seeking an experienced and passionate Data Analyst to join its engineering teams who are creating & molding the next generation of smart building technology. Our diverse family is made-up of adventurous, multifaceted individuals who bring what they've learned through various walks of life to improve our products.

As a Data Analyst, you should have at least two years of experience in the field, addressing real-world challenges. You will utilize your experience to assist in gaining user experience insights, product successes, key data opportunities, and overall scaling of the STRATIS platform.

Key Responsibilities
Love what you do & be an integral part of our family that is forging a new path in IoT technology;
Work with internal and external stakeholders to understand how they are using our product's data, align on useful metrics, and produce data representations an interpretable way;
Use creative analysis to surface opportunities across multiple databases;
Work relentlessly to ensure data findings are accessible to users at all levels through dashboards, visualizations, and reports;
Drive sales awareness, marketing efforts, program highlights when key data-points are discovered;
Actively interact with clients & partners during pilot projects to gain user insights;
Utilize data to understand user experiences in the field, as they are controlling & managing devices such as locks, thermostats, lights, shades, water metering, energy metering, & leak detection;
Innovate constantly on existing and cutting-edge technology to build new solutions;
Assist in the company's machine learning and AI goals in order to fully capitalize on our automation capabilities;
Take ownership of the company's data reporting capabilities, but work collaboratively with engineering teams to ensure you are armed with what you need;
Represent the company well as a continually client-facing team member;
This role reports directly to the Chief Innovation & Product Officer (CIPO).
Qualifications
2+ years of experience working with software engineering teams in an Agile environment as a data-oriented team-member;
Extraordinary initiative, drive, organization, and task-management skills;
Familiarity with Looker (LookML);
Ability to positively influence decision-making at all levels within an engineering organization with data insights;
Quick to learn new, complex systems and technologies;
Understanding of engineering principles, scrum practices, etc;
Excited to impact real people every day through your work.
Interview Process

PHASE 1: A member of our team will contact you to arrange a call to discuss your professional accomplishments & ambitions. You may be asked to participate in a second phone call to gauge technical capabilities as well.

PHASE 2: You will be invited to interview with the teams. This interview will include a review by multiple members of our various teams. Throughout this phase of the interview process, you will get the chance to interact with our teams in a casual, free-flowing environment.

PHASE 3: Final interview to assess our mutual culture-add, your relevant skillsets, and to answer any additional questions that may have come up throughout the process. Prior to this phase, you may be requested to contribute to a challenge of some type.

About STRATIS

Located in the former East Falls community theatre in the East Falls neighborhood of Philadelphia, STRATIS is widely considered one of the best-kept secrets in emerging technology. Since 2014, we have been the leader in smart apartments for multifamily.

We were named one of Entrepreneur Magazine's ""Best Companies in America"" two years in a row, #740 on Inc. Magazine's list of 5000 ""fastest-growing companies"" in 2019, and our CEO, Felicite Moorman, was Ernst & Young's 2017 local and regional Entrepreneur of the Year.

As the only system of its kind built for the complexities of multifamily building management, we are leading the global movement for smart cities in the urban and residential sectors. To date, STRATIS has been installed in over 30,000 units in Japan and Europe, and in over 350,000 units across 46 states in the U.S.

Key Benefits
Competitive salary
401K retirement plan (matching)
Medical, dental, and vision plan
Life Insurance plan
SEPTA Transportation discounts
Dog-friendly office for people-friendly dogs
Ability to see your contributions impact lives every day
Flexible schedules and vacation/work from home policy (including maternity/paternity leave)
Sponsorship for conferences and educational events
Supportive, casual, and professional work environment for a team that focuses on creating linchpins, mentors, and experts in their field.","Philadelphia, PA",$41K-$78K (Glassdoor est.),"STRATIS IoT Inc
4.7","Philadelphia, PA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Analyst,"Data Analyst

Responsibilties:
Analyze data from a particular business domain and define how best to organize it in support of Group's cloud data architecture runway
Work with stakeholders to understand the domain's functional and data requirements
Work with stakeholders to identify use cases for data consumption
Support Data Architecture by rationalizing redundant data and developing the approach building out the Group cloud data-warehouse and analytics platforms
Support broader architecture teams in defining a business domain's master data management approach
Define and document the Data Lineage for a business domain
Required Skills:
7+ years of experience working in the Data or Systems Analysis field
Strong SQL skills and knowledge of various database types and technologies
Familiarity with relevant data-related AWS services (S3, Athena, Redshift, Glue, etc..)
Knowledge and Experience working in a Scaled Agile Framework
Excellent collaboration and teamwork skills
Excellent written/verbal communications
Bachelorts or higher in relevant field
For more information please contact Mark Reilly at 908-758-5602 ext 206 or mreilly@itechsolutions.com

Since 1995, iTech Solutions Inc., has been providing IT Consulting and Direct Hire Services to the Insurance, Financial, Communications, Manufacturing and Government sectors with local offices in Connecticut, Minnesota, Colorado, Massachusetts, Tennessee, North Carolina, and New Jersey / Pennsylvania area.

Our recruiting strategy is simple, if you want to find qualified IT professionals then use IT professionals to find them. So at iTech Solutions, our personnel are all career IT professionals with a wide range of IT experience. We can honestly say our staff understands the technologies, the complexities of finding and selecting the appropriate personnel and the pressures of running successful IT projects.

Employer will not sponsor applicants for any employment visas, at hiring or in the future, including but not limited to H-1B visas. Corp-to-Corp or subcontract personnel will not be considered for this position.","Philadelphia, PA",$41K-$78K (Glassdoor est.),"Ampcus Incorporated
3.9","Chantilly, VA",501 to 1000 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
Data Analyst,"Title: Data Analyst (Jr to Mid Level)
Location: 100% remote right now, onsite down the line
Duration: Direct Hire Position
Interview Process: Phone Interview + Webex Interview
* Can not provide sponsorship, can not work C2C **
Must haves:
3-5 years w/ SQL
Tableau
Working within SFDC
Position Summary:
Major responsibilities include development, design, and production support of SQL Server database objects. This individual must be a self-starter with excellent communication skills, able to think on their own with limited structure and supervision. Core areas of focus include stored procedure creation, ETL, server performance, database process design, and data analysis.

Responsibilities:
· Microsoft SQL Server 2012/2017/2019 databases
· Manage client communications & requirements gathering
· Data extraction, query & API development across a broad variety of platforms including Microsoft, Google, Salesforce and other 3rd party providers
· SQL Server code development (Adhoc and production)
· Create and manage SSIS packages
· Monitor and troubleshoot ETL jobs daily using BCP, DTSRUN, SSIS and other tools
· Assist with troubleshooting and root cause analysis
· Manage and maintain database changes in Development, QA, Staging and Production
· Ability to perform ad-hoc analysis and quickly adapt to changes
· Excellent analytical and problem-solving skills.
· Exceptional oral, written and customer service skills.

Experience & Qualifications:
· Experience with a variety of data structures and API's including Google Analytics & BigQuery
· Tableau and/or SSRS experience
· Salesforce Experience
· Knowledge derived from experiences with more complex database systems.
· Ability to work in a small, dynamic, collaborative team environment
· Must be an independent thinker and can work with limited supervision
· Support a risk and compliance culture
· BS/BA Degree
· 3+ years relevant database experience.","Wilmington, DE",$41K-$78K (Glassdoor est.),"Mondo
3.9","New York, NY",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Data Analyst,"At Seer, we pride ourselves on innovation; standing out among the rest and enabling our clients to do the same. We're a Digital Marketing Agency powered by Big Data to drive integrated, holistic strategy for our clients. We get excited at the thought of bringing together millions of data points from disparate data sets (including qualitative!) to drive empathy-fueled opportunities and insights at scale. Big Data, automation, and problem solving at scale: it's what's for breakfast. Could this be love? Maybe.

What about you? You’re a data-obsessed problem-solver. You pay attention to the details without losing sight of the big picture. You know how to think critically and turn business problems into data problems. You’re quick to pick up patterns and patient enough to identify long-term trends. You're detail-oriented, logical, and endlessly curious about how big data is used to inform digital marketing.
Here are some highlights of what you'll be doing...
You’ll be entrenched in the data; working across divisions to turn business problems into data problems through critical thinking and consulting skills
You’ll help manage Seer’s data warehouse leveraging BigQuery and SQL expertise to optimize queries and drive other cost-saving opportunities
You’ll work within our data warehouse, using BigQuery and pulling business insights out of data
You’ll create dashboards in Data Studio & Power BI to display data for greater cross-divisional analysis and crafting strategy
You’ll complete cross-divisional training, gaining a strong foundation of PPC, SEO, Analytics, and how they all work together
You'll contribute to the Seer blog, industry forums, and grow your thought leadership skills from the ground up
The skills you'll bring to the table...
You're an innovator. You're excited to work with Big Data and use your experience in SQL to problem solve and answer business questions
You've worked with data visualization tools, specifically Power BI and/or Data Studio
You have relevant internship experience or hands-on project experience working with data
You take initiative and can self-direct in the absence of detailed guidelines
You’re comfortable managing deadlines for multiple deliverables and thrive in a fast-paced, open environment
You have a strong sense of self, which means you’re able to say no, deliver feedback, have the confidence to provide input, etc.
Bonus Points...
You have experience leveraging Python and APIs to access new data sources not available in the data warehouse
You can interpret API instructions and build MVPs to transfer data from an API into a database or flat file.
You have an understanding of digital marketing data, specifically SEO and PPC. Perhaps you’ve even worked in a marketing agency!? We should definitely chat!!


Sometimes the best opportunities are hidden by self-doubt. We disqualify ourselves before we have the opportunity to be considered. Regardless of where you came from, how you identify, or the path that led you here-- you are welcome. If you read this job description with a belly full of excitement, we’re just as excited about you. You’ve gotta apply though :)","Philadelphia, PA",$41K-$78K (Glassdoor est.),"Seer Interactive
3.8","Philadelphia, PA",51 to 200 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Analyst,"Are you ready to take the next step in your career? Do you want to do meaningful work that improves quality of life? At Tetra Tech, you will work with high-performing teams who are passionate about using their expertise to find solutions to complex problems in water, environment, infrastructure, resource management, energy, and international development.Tetra Tech Inc. is currently seeking a Data Analyst located in Philadelphia, PA for its Disaster Response Division. The successful candidate will have extraordinary attention to minute detail and be responsible for executing and overseeing daily administrative, data entry, and reconciliation assigned to them, and those performed by other staff under the supervision of the Program Manager.Responsibilities:* QA/QC reconciliation, and data entry of timesheets records, invoice records, and material use records for grant-funded programs* Coordinate, review, analyze, and summarize financial data for grant-funded programs* Audit and reconciliation of force account documentation.* Assist in evaluating the fiscal administration of grant programs* Perform QA/QC review of financial documentation.* Reconcile federal and state grants, cost estimates, audits, and other initiatives that support disaster recovery effortsQualifications:The ideal candidate will have 2+ years of experience in finance, accounting, data entry and/or business administration and must be able to or have:* Bachelor's degree in business, accounting, or in public administration required. Four years additional industry experience may be substituted in lieu of degree.* Prior experience with post-disaster federal grant funding* Finance, Accounting, Business Administrative background preferred* Office suite proficiency (Excel, Outlook, SharePoint and Word experience required)* Must have proficient verbal and written communications skills with the ability to receive and execute instructions* Ability to multi-task and work under pressure to meet strict deadlines* Work attentively with minimal supervision* Work days in excess of 8 hours and/or weekend attendance may be required (Open to consider flexible schedule for the right candidate)* Have extraordinary attention to minute detail* Adaptable to work on many different deliverables and maintain composure and professionalism* Proficient verbal and written communications skills with the ability to receive and execute instructions* Exceptional client service and communication skills to maintain outstanding Client relationship* Ability to multi-task and work under pressure to meet strict deadlines (this is duplicated)* Must be available for short-term travel to support on-site client needs and extended deployment (e.g., 90+ days) to address client response and long-term recovery needs following emergencies and major disastersAbout Tetra Tech:Tetra Tech is a leading provider of high-end consulting and engineering services for projects worldwide. We combine the resources of a global, multibillion dollar company with local, client-focused delivery in more than 400 locations around the world. We are Leading with Science® to provide sustainable and resilient solutions for our clients.At Tetra Tech, we provide a collaborative environment that supports individual performance, innovation, and creativity. We are proud to offer competitive compensation and benefits. Learn more by visiting http://www.tetratech.com/en/benefits.For more information on our company, please visit our website at www.tetratech.com. To apply, please submit your resume and cover letter on the Careers portion of our website at www.tetratech.com/careers.We thank all applicants for their interest; however only those selected for an interview will be contacted. Tetra Tech is committed to creating a diverse environment and is proud to be an Equal Opportunity Employer. We invite resumes from all interested parties including women, minorities, veterans and persons with disabilities.Tetra Tech is a VEVRAA federal contractor and we request priority referral of veterans for available positions.EOE AA M/F/Vet/Disability - No calls or agenciesAdditional Information* Organization: 105 TDR","Philadelphia, PA",$41K-$78K (Glassdoor est.),"Tetra Tech, Inc.
3.7","Pasadena, CA",10000+ employees,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD)
Data Analyst,"Location Camden, NJ Salary 50 Description Our client is currently seeking a Data Analyst Someone with a food science product development background is most preferred. Will be trained on Optiva strong data accuracy, strong in Excel Will work remote and manager and manager wants someone to be in the EST or CST timezones only. The work hours are Mon-Fri 9am-5pm This is a non-IT technical role within the Campbell Americas RD Product Data Management (PDM) group leading the product document translation for finished product commercialization and quality initiatives, managing critical product formulation information as it is transferred from the kitchen to the manufacturing facility. This position establishes and documents technical standards related to product formulation management for successful scale up and manufacture. Team members in this role are also responsible for technical documentation in systems such as the Optiva Product Lifecycle Management (PLM) system, SharePoint, and an Electronic Notebook system. Working in close collaboration with internal subject matter experts in Product Development, Packaging, Quality, Regulatory Affairs, Supply Chain and Nutrition. Projects are of moderate to high complexity and technical risk. Apply food sciencetechnical knowledge to translate Product Development kitchen batch formulations to plant-ready formatted formulations, using a set of standards dictated by type of formula (e.g. retort soup, aseptic broth, hot fill beverage), specific manufacturing location requirements and unitized plant operations. - Systematic build of formulas, procedures and specifications in the Optiva Product Lifecycle Management system as required to ensure that products can be manufactured properly and according to specifications and can integrate with SAP RMS plant floor systems. - Work collaboratively as a core member of multiple product commercialization business teams, independently managing all product documentation requirements as needed to meet project timelines. - Ensure all technical documentation is bundled to deliver the full manufacturing requirements formula, procedure, kitchen batch sheet, formula change notes, cost and extend SAP requirements, item specifications and some packaging requirements. Minimum education required BS Degree in a Science based field, Computer Science acceptable - Years of relevant experience 2-3 years - Excellent written and verbal technical communication skills, along with strong collaboration skills. - Demonstrate analytical thinking, problem solving and decision-making skills. - Proficient at independent planning and prioritization. - Strong computer skills including fluency in Microsoft Office (especially Excel), and database management. Ability to quickly become proficient in all relevant software systemsapplications such as Optiva PLM and SharePoint. Contact kzywalewskijudge.com mailtokzywalewskijudge.com?subjectData20Analyst20 This job and many more are available through The Judge Group. Find us on the web at www.judge.com httpwww.judge.com","Camden, NJ",$41K-$78K (Glassdoor est.),"The Judge Group, Inc.
3.5","Wayne, PA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Data Analyst,"Job Description


Job #: 1076450

Role: Systems Analyst

Location: Philadelphia, PA

Duties:
Analyze data from a particular business domain and define how best to organize it in support of Group's cloud data architecture runway
Work with stakeholders to understand the domain's functional and data requirements
Work with stakeholders to identify use cases for data consumption
Support Data Architecture by rationalizing redundant data and developing the approach building out the Group cloud data-warehouse and analytics platforms
Support broader architecture teams in defining a business domain's master data management approach
Define and document the Data Lineage for a business domain
Skills:
7+ years of experience working in the Data or Systems Analysis field Strong SQL skills and knowledge of various database types and technologies
Familiarity with relevant data-related AWS services (S3, Athena, Redshift, Glue, etc..)
Knowledge and Experience working in a Scaled Agile Framework
Excellent collaboration and teamwork skills
Excellent written/verbal communications
Education: Bachelors or higher in relevant field

***THIS PERSON MUST BE ABLE TO SIT ON APEX SYSTEMS W-2 WITHOUT SPONSORSHIP***

If interested, send resume to mfetterolf@apexsystems.com

EEO Employer

Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at employeeservices@apexsystemsinc.com or 844-463-6178.","Philadelphia, PA",$41K-$78K (Glassdoor est.),"Apex Systems
3.8","Glen Allen, VA",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
Data Analyst,"Job Description
Our client, a real estate development company located in South Philadelphia is seeking a Data Analyst/DBA on a 6 month contract to hire basis.

Position will be worked as follows until Covid-19 restriction is completely lifted: 2 weeks remote, 2 weeks in office.

Highlights of primary responsibilities include:

Data Analyst 50%
Develop dashboards and visualizations using tools like PowerBI
Identify additional data sources that would allow new reports
Create automatic alerts for action or followup
Database Administration 40%
Development of new structured or unstructured data warehouses
Develop and maintain backup and redundancy procedures for databases
Support and optimize existing databases
Query development and troubleshooting with key applications
Support of development teams for custom and packaged applications as it relates to storing data
Migration of databases to new servers
API and Scripting Development 30%
Work on APIs and Scripts to capture data from multiple sources
Scripting of data exports or API use to share with 3rd party applications
Integrate new API platforms if needed
Requirements
Required:
3+ years experience in a DBA or Data Analyst role maintaining databases
Expertise in the following technologies:
MS SQL Server 2012 and higher
Power BI or similar visualization reporting platform
APIs using Webhooks, JSON, XML, etc
Scripting using Powershell, Python, Perl, Ruby, etc
Works effectively with co-workers inside and outside departmental boundaries, with employees in remote locations, and with vendors
Good ability to organize and produce quality work, within required specifications, to meet rigid timelines
Demonstrated ability to perform all required job duties under minimal supervision
Demonstrated initiative as a proactive self-starter, willing to go beyond specific job functions to ensure business goals are achieved and/or exceeded
Experience identifying underlying issues and determining root cause using a consistent, logical approach
Exceptional analytical skills and attention to detail
Demonstrated ability to manage multiple assigned tasks
Exceptional documentation, presentation, and communication skills
Ability and willingness to respond to emergencies during off-hours
Ability to periodically travel to remote locations

Company Description
MDS is a business and technology solutions provider founded in 1992. We provide vendor neutral IT solutions on a national and international level. MDS has built a stellar reputation based on our customer focus and expertise in converging IT service areas on a custom level for our clients. We pride ourselves on providing tailored solutions that increase effectiveness, efficiency, and profitability.","Philadelphia, PA",$41K-$78K (Glassdoor est.),"Micro-Data Systems, Inc.
4.2","Holmdel, NJ",51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD)
