,job title,skills,min salary,max salary,avg salary
532,Business Analyst,Power BI,37000,53000,45000.0
533,Business Analyst,Relational databases,37000,53000,45000.0
534,Business Analyst,SQL,37000,53000,45000.0
535,Business Analyst,Microsoft Excel,37000,53000,45000.0
536,Business Analyst,,37000,53000,45000.0
537,Operations Analyst,"Wills, trusts, & estate law",58000,74000,66000.0
538,Operations Analyst,Microsoft Excel,58000,74000,66000.0
539,Operations Analyst,Cash application,58000,74000,66000.0
540,Operations Analyst,Analysis skills,58000,74000,66000.0
541,Operations Analyst,Tableau,58000,74000,66000.0
542,Business Systems Analyst,Customer service,60000,77000,68500.0
543,Business Systems Analyst,SQL,60000,77000,68500.0
544,Business Systems Analyst,ERP systems,60000,77000,68500.0
545,Business Systems Analyst,Application support,60000,77000,68500.0
546,Business Systems Analyst,Software troubleshooting,60000,77000,68500.0
547,Business Systems Analyst,,60000,77000,68500.0
548,IT Business Analyst,Microsoft Access,65000,96000,80500.0
549,IT Business Analyst,Microsoft Excel,65000,96000,80500.0
550,IT Business Analyst,SOX,65000,96000,80500.0
551,IT Business Analyst,Microsoft Powerpoint,65000,96000,80500.0
552,IT Business Analyst,Visio,65000,96000,80500.0
553,IT Business Analyst,,65000,96000,80500.0
554,IT Business Analyst,,65000,96000,80500.0
555,Business Analyst,Writing skills,98000,140000,119000.0
556,Business Analyst,Unit testing,98000,140000,119000.0
557,Business Analyst,Analysis skills,98000,140000,119000.0
558,Business Analyst,Microsoft Excel,98000,140000,119000.0
559,Business Analyst,SAP,98000,140000,119000.0
560,Business Analyst,,98000,140000,119000.0
561,Business Analyst,,98000,140000,119000.0
562,Business Systems Analyst,Project management,67000,89000,78000.0
563,Business Systems Analyst,Customer service,67000,89000,78000.0
564,Business Systems Analyst,Jira,67000,89000,78000.0
565,Business Systems Analyst,IT project management,67000,89000,78000.0
566,Business Systems Analyst,Scrum,67000,89000,78000.0
567,Business Systems Analyst,,67000,89000,78000.0
568,Business Systems Analyst,Project management,85000,110000,97500.0
569,Business Systems Analyst,Analysis skills,85000,110000,97500.0
570,Business Systems Analyst,Database management,85000,110000,97500.0
571,Business Systems Analyst,Relational databases,85000,110000,97500.0
572,Business Systems Analyst,Supply chain,85000,110000,97500.0
573,Business Systems Analyst,,85000,110000,97500.0
574,Business Analyst,Writing skills,68000,100000,84000.0
575,Business Analyst,Accounting,68000,100000,84000.0
576,Business Analyst,Analysis skills,68000,100000,84000.0
577,Business Analyst,Cost accounting,68000,100000,84000.0
578,Business Analyst,Customer service,68000,100000,84000.0
579,Business Analyst,,68000,100000,84000.0
580,Financial Analyst,Software troubleshooting,77000,100000,88500.0
581,Financial Analyst,Project management,77000,100000,88500.0
582,Financial Analyst,Accounting,77000,100000,88500.0
583,Financial Analyst,Analysis skills,77000,100000,88500.0
584,Financial Analyst,Oracle,77000,100000,88500.0
585,Financial Analyst,,77000,100000,88500.0
586,IT Business Analyst,PMP,105000,120000,112500.0
587,IT Business Analyst,Scrum,105000,120000,112500.0
588,IT Business Analyst,LMS,105000,120000,112500.0
589,IT Business Analyst,Microsoft Project,105000,120000,112500.0
590,IT Business Analyst,Communication skills,105000,120000,112500.0
591,IT Business Analyst,,105000,120000,112500.0
592,IT Business Analyst,Project management,54000,74000,64000.0
593,IT Business Analyst,SQL,54000,74000,64000.0
594,IT Business Analyst,Tableau,54000,74000,64000.0
595,IT Business Analyst,ERP systems,54000,74000,64000.0
596,IT Business Analyst,Business analysis,54000,74000,64000.0
597,IT Business Analyst,,54000,74000,64000.0
598,Business Process Analyst,Requirements gathering,79000,110000,94500.0
599,Business Process Analyst,Azure,79000,110000,94500.0
600,Business Process Analyst,ERP systems,79000,110000,94500.0
601,Business Process Analyst,NetSuite,79000,110000,94500.0
602,Business Process Analyst,Application development,79000,110000,94500.0
603,Business Process Analyst,,79000,110000,94500.0
604,ERP Analyst,Project management,64000,91000,77500.0
605,ERP Analyst,Cognos,64000,91000,77500.0
606,ERP Analyst,SQL,64000,91000,77500.0
607,ERP Analyst,Workday,64000,91000,77500.0
608,ERP Analyst,ERP systems,64000,91000,77500.0
609,ERP Analyst,,64000,91000,77500.0
610,ERP Analyst,,64000,91000,77500.0
611,IT Business Analyst,Project management,65000,91000,78000.0
612,IT Business Analyst,Analysis skills,65000,91000,78000.0
613,IT Business Analyst,EDI,65000,91000,78000.0
614,IT Business Analyst,Customer service,65000,91000,78000.0
615,IT Business Analyst,ERP systems,65000,91000,78000.0
616,IT Business Analyst,,65000,91000,78000.0
617,IT Business Analyst,,65000,91000,78000.0
618,Business Systems Analyst,Manufacturing,61000,80000,70500.0
619,Business Systems Analyst,Microsoft Excel,61000,80000,70500.0
620,Business Systems Analyst,ERP systems,61000,80000,70500.0
621,Business Systems Analyst,DevOps,61000,80000,70500.0
622,Business Systems Analyst,Communication skills,61000,80000,70500.0
623,Operations Analyst,Project management,46000,67000,56500.0
624,Operations Analyst,Accounting,46000,67000,56500.0
625,Operations Analyst,Analysis skills,46000,67000,56500.0
626,Operations Analyst,Financial management,46000,67000,56500.0
627,Operations Analyst,Customer service,46000,67000,56500.0
628,Operations Analyst,,46000,67000,56500.0
629,Business Systems Analyst,Manufacturing,78000,110000,94000.0
630,Business Systems Analyst,SQL,78000,110000,94000.0
631,Business Systems Analyst,Windows,78000,110000,94000.0
632,Business Systems Analyst,ERP systems,78000,110000,94000.0
633,Business Systems Analyst,Microsoft Project,78000,110000,94000.0
634,Business Systems Analyst,,78000,110000,94000.0
635,Business Systems Analyst,,78000,110000,94000.0
636,Business Analyst,Power BI,86525,105752,96138.5
637,Business Analyst,Data modeling,86525,105752,96138.5
638,Business Analyst,SQL,86525,105752,96138.5
639,Business Analyst,Microsoft Excel,86525,105752,96138.5
640,Business Analyst,SAP,86525,105752,96138.5
641,Business Analyst,,86525,105752,96138.5
642,IT Business Analyst,Project management,64000,86000,75000.0
643,IT Business Analyst,Analysis skills,64000,86000,75000.0
644,IT Business Analyst,Workday,64000,86000,75000.0
645,IT Business Analyst,SAP ERP,64000,86000,75000.0
646,IT Business Analyst,Communication skills,64000,86000,75000.0
647,IT Business Analyst,,64000,86000,75000.0
648,Operations Analyst,Power BI,57000,78000,67500.0
649,Operations Analyst,Microsoft Excel,57000,78000,67500.0
650,Operations Analyst,Data visualization,57000,78000,67500.0
651,Operations Analyst,Communication skills,57000,78000,67500.0
652,Operations Analyst,Database administration,57000,78000,67500.0
653,Operations Analyst,,57000,78000,67500.0
654,Financial Analyst,Microsoft Outlook,57000,77000,67000.0
655,Financial Analyst,Communication skills,57000,77000,67000.0
656,Financial Analyst,Manufacturing,57000,77000,67000.0
657,Financial Analyst,Microsoft Excel,57000,77000,67000.0
658,Financial Analyst,ERP systems,57000,77000,67000.0
659,Sales Analyst,Customer service,42000,59000,50500.0
660,Sales Analyst,Microsoft Excel,42000,59000,50500.0
661,Sales Analyst,Sales,42000,59000,50500.0
662,Sales Analyst,SharePoint,42000,59000,50500.0
663,Sales Analyst,Food service,42000,59000,50500.0
664,Sales Analyst,,42000,59000,50500.0
665,Sales Analyst,,42000,59000,50500.0
666,IT Business Analyst,Accounting,110000,150000,130000.0
667,IT Business Analyst,Analysis skills,110000,150000,130000.0
668,IT Business Analyst,Leadership,110000,150000,130000.0
669,IT Business Analyst,Oracle,110000,150000,130000.0
670,IT Business Analyst,Business analysis,110000,150000,130000.0
671,IT Business Analyst,,110000,150000,130000.0
672,Operations Analyst,Ellucian,36000,49000,42500.0
673,Operations Analyst,Driver's License,36000,49000,42500.0
674,Operations Analyst,ERP systems,36000,49000,42500.0
675,Sales Analyst,Power BI,54000,71000,62500.0
676,Sales Analyst,SQL,54000,71000,62500.0
677,Sales Analyst,VBA,54000,71000,62500.0
678,Sales Analyst,Microsoft Excel,54000,71000,62500.0
679,Sales Analyst,Tableau,54000,71000,62500.0
680,Financial Analyst,Analysis skills,83000,110000,96500.0
681,Financial Analyst,Workday,83000,110000,96500.0
682,Financial Analyst,Microsoft Excel,83000,110000,96500.0
683,Financial Analyst,ERP systems,83000,110000,96500.0
684,Financial Analyst,Oil & gas,83000,110000,96500.0
685,Financial Analyst,,83000,110000,96500.0
686,Financial Analyst,,83000,110000,96500.0
687,Financial Analyst,,83000,110000,96500.0
688,Financial Analyst,,83000,110000,96500.0
689,IT Business Analyst,User acceptance testing,90000,105000,97500.0
690,IT Business Analyst,Analysis skills,90000,105000,97500.0
691,IT Business Analyst,Power BI,90000,105000,97500.0
692,IT Business Analyst,Supply chain,90000,105000,97500.0
693,IT Business Analyst,Microsoft Excel,90000,105000,97500.0
694,IT Business Analyst,,90000,105000,97500.0
695,Business Analyst,Product development,61000,81000,71000.0
696,Business Analyst,Communication skills,61000,81000,71000.0
697,Business Analyst,Agile,61000,81000,71000.0
698,Business Analyst,SQL,61000,81000,71000.0
699,Business Analyst,Business requirements,61000,81000,71000.0
700,Business Analyst,,61000,81000,71000.0
701,Business Analyst,Microsoft Access,65000,93000,79000.0
702,Business Analyst,Accounting,65000,93000,79000.0
703,Business Analyst,JD Edwards,65000,93000,79000.0
704,Business Analyst,Microsoft Excel,65000,93000,79000.0
705,Business Analyst,Computer skills,65000,93000,79000.0
706,Business Analyst,,65000,93000,79000.0
707,Sales Analyst,Microsoft Access,80000,100000,90000.0
708,Sales Analyst,Analysis skills,80000,100000,90000.0
709,Sales Analyst,Power BI,80000,100000,90000.0
710,Sales Analyst,SQL,80000,100000,90000.0
711,Sales Analyst,Microsoft Excel,80000,100000,90000.0
712,Sales Analyst,,80000,100000,90000.0
713,Operations Analyst,Communication skills,53000,71000,62000.0
714,Operations Analyst,Microsoft Excel,53000,71000,62000.0
715,Operations Analyst,ERP systems,53000,71000,62000.0
716,Operations Analyst,Microsoft Powerpoint,53000,71000,62000.0
717,Operations Analyst,Presentation skills,53000,71000,62000.0
718,Operations Analyst,,53000,71000,62000.0
719,Business Analyst,Workday,66000,86000,76000.0
720,Business Analyst,Business analysis,66000,86000,76000.0
721,Business Analyst,,66000,86000,76000.0
722,IT Business Analyst,SAP Materials Management,60000,81000,70500.0
723,IT Business Analyst,Project management,60000,81000,70500.0
724,IT Business Analyst,EDI,60000,81000,70500.0
725,IT Business Analyst,SAP ERP,60000,81000,70500.0
726,IT Business Analyst,Microsoft Office,60000,81000,70500.0
727,IT Business Analyst,,60000,81000,70500.0
728,IT Business Analyst,,60000,81000,70500.0
729,Business Systems Analyst,Project management,79000,110000,94500.0
730,Business Systems Analyst,ERP systems,79000,110000,94500.0
731,Business Systems Analyst,Accounting software,79000,110000,94500.0
732,Business Systems Analyst,Process improvement,79000,110000,94500.0
733,Business Systems Analyst,,79000,110000,94500.0
734,ERP Analyst,Word processing,83000,87000,85000.0
735,ERP Analyst,SQL,83000,87000,85000.0
736,ERP Analyst,ERP systems,83000,87000,85000.0
737,ERP Analyst,Communication skills,83000,87000,85000.0
738,ERP Analyst,Report writing,83000,87000,85000.0
739,ERP Analyst,,83000,87000,85000.0
740,ERP Analyst,,83000,87000,85000.0
741,ERP Analyst,Writing skills,107700,123850,115775.0
742,ERP Analyst,Industrial construction,107700,123850,115775.0
743,ERP Analyst,Analysis skills,107700,123850,115775.0
744,ERP Analyst,Customer service,107700,123850,115775.0
745,ERP Analyst,SQL,107700,123850,115775.0
746,ERP Analyst,,107700,123850,115775.0
747,Business Systems Analyst,Accounting,63107,86108,74607.5
748,Business Systems Analyst,ERP systems,63107,86108,74607.5
749,Business Systems Analyst,OBIEE,63107,86108,74607.5
750,Business Systems Analyst,Oracle,63107,86108,74607.5
751,Business Systems Analyst,Microsoft Office,63107,86108,74607.5
752,Business Systems Analyst,,63107,86108,74607.5
753,IT Business Analyst,Analysis skills,60000,82000,71000.0
754,IT Business Analyst,Customer service,60000,82000,71000.0
755,IT Business Analyst,Microsoft Excel,60000,82000,71000.0
756,IT Business Analyst,ERP systems,60000,82000,71000.0
757,IT Business Analyst,Business analysis,60000,82000,71000.0
758,IT Business Analyst,,60000,82000,71000.0
759,Business Process Analyst,Project management,66000,94000,80000.0
760,Business Process Analyst,Analysis skills,66000,94000,80000.0
761,Business Process Analyst,Power BI,66000,94000,80000.0
762,Business Process Analyst,System design,66000,94000,80000.0
763,Business Process Analyst,Data collection,66000,94000,80000.0
764,Business Process Analyst,,66000,94000,80000.0
765,IT Business Analyst,Accounting,110000,120000,115000.0
766,IT Business Analyst,Manufacturing,110000,120000,115000.0
767,IT Business Analyst,Microsoft Excel,110000,120000,115000.0
768,IT Business Analyst,SAP,110000,120000,115000.0
769,IT Business Analyst,ERP systems,110000,120000,115000.0
770,IT Business Analyst,,110000,120000,115000.0
771,IT Business Analyst,,110000,120000,115000.0
772,Business Systems Analyst,Analysis skills,90000,120000,105000.0
773,Business Systems Analyst,Research,90000,120000,105000.0
774,Business Systems Analyst,Workday,90000,120000,105000.0
775,Business Systems Analyst,ERP systems,90000,120000,105000.0
776,Business Systems Analyst,Human resources,90000,120000,105000.0
777,Business Systems Analyst,,90000,120000,105000.0
778,Business Analyst,Microsoft Access,82000,120000,101000.0
779,Business Analyst,Analysis skills,82000,120000,101000.0
780,Business Analyst,SQL,82000,120000,101000.0
781,Business Analyst,Microsoft Excel,82000,120000,101000.0
782,Business Analyst,ERP systems,82000,120000,101000.0
783,Business Analyst,,82000,120000,101000.0
784,Business Analyst,Leadership,62000,82000,72000.0
785,Business Analyst,Communication skills,62000,82000,72000.0
786,Business Analyst,Data analysis skills,62000,82000,72000.0
787,Business Analyst,QlikView,62000,82000,72000.0
788,Business Analyst,Microsoft Office,62000,82000,72000.0
789,Business Analyst,,62000,82000,72000.0
790,Operations Analyst,Analysis skills,53000,73000,63000.0
791,Operations Analyst,Lean,53000,73000,63000.0
792,Operations Analyst,Data analysis skills,53000,73000,63000.0
793,Operations Analyst,Process mapping,53000,73000,63000.0
794,Operations Analyst,Quantitative analysis,53000,73000,63000.0
795,Operations Analyst,,53000,73000,63000.0
796,Business Systems Analyst,Certified Information Systems Auditor,97000,130000,113500.0
797,Business Systems Analyst,WCF,97000,130000,113500.0
798,Business Systems Analyst,SAP,97000,130000,113500.0
799,Business Systems Analyst,ERP systems,97000,130000,113500.0
800,Business Systems Analyst,Oracle,97000,130000,113500.0
801,Business Analyst,Power BI,61000,86000,73500.0
802,Business Analyst,SQL,61000,86000,73500.0
803,Business Analyst,UML,61000,86000,73500.0
804,Business Analyst,Microsoft Excel,61000,86000,73500.0
805,Business Analyst,Business analysis,61000,86000,73500.0
806,Business Analyst,,61000,86000,73500.0
807,Business Analyst,,61000,86000,73500.0
808,Business Analyst,SAP S/4HANA,90480,166400,128440.0
809,Business Analyst,SAP,90480,166400,128440.0
810,Business Analyst,ERP systems,90480,166400,128440.0
811,Business Analyst,Scrum,90480,166400,128440.0
812,Business Analyst,,90480,166400,128440.0
813,Business Analyst,,90480,166400,128440.0
814,Business Analyst,,90480,166400,128440.0
815,IT Business Analyst,Project management,72800,135200,104000.0
816,IT Business Analyst,Analysis skills,72800,135200,104000.0
817,IT Business Analyst,SAP,72800,135200,104000.0
818,IT Business Analyst,ERP systems,72800,135200,104000.0
819,IT Business Analyst,Product management,72800,135200,104000.0
820,IT Business Analyst,,72800,135200,104000.0
821,IT Business Analyst,,72800,135200,104000.0
822,Operations Analyst,JD Edwards,56000,74000,65000.0
823,Operations Analyst,Manufacturing,56000,74000,65000.0
824,Operations Analyst,SQL,56000,74000,65000.0
825,Operations Analyst,Microsoft Excel,56000,74000,65000.0
826,Operations Analyst,ERP systems,56000,74000,65000.0
827,Operations Analyst,,56000,74000,65000.0
828,Business Analyst,Six Sigma Certification,79000,110000,94500.0
829,Business Analyst,Manufacturing,79000,110000,94500.0
830,Business Analyst,SAP S/4HANA,79000,110000,94500.0
831,Business Analyst,Lean Six Sigma Certification,79000,110000,94500.0
832,Business Analyst,Microsoft Excel,79000,110000,94500.0
833,Business Analyst,,79000,110000,94500.0
834,Business Analyst,,79000,110000,94500.0
835,Business Analyst,Six Sigma Certification,65000,88000,76500.0
836,Business Analyst,Manufacturing,65000,88000,76500.0
837,Business Analyst,SAP S/4HANA,65000,88000,76500.0
838,Business Analyst,Lean Six Sigma Certification,65000,88000,76500.0
839,Business Analyst,Microsoft Excel,65000,88000,76500.0
840,Business Analyst,,65000,88000,76500.0
841,Business Analyst,,65000,88000,76500.0
842,ERP Analyst,Power BI,79398,95129,87263.5
843,ERP Analyst,SQL,79398,95129,87263.5
844,ERP Analyst,Microsoft Excel,79398,95129,87263.5
845,ERP Analyst,Windows,79398,95129,87263.5
846,ERP Analyst,ERP systems,79398,95129,87263.5
847,ERP Analyst,,79398,95129,87263.5
848,IT Business Analyst,Change management,75000,85000,80000.0
849,IT Business Analyst,Manufacturing,75000,85000,80000.0
850,IT Business Analyst,Azure,75000,85000,80000.0
851,IT Business Analyst,SQL,75000,85000,80000.0
852,IT Business Analyst,ERP systems,75000,85000,80000.0
853,Business Systems Analyst,TFS,96000,144000,120000.0
854,Business Systems Analyst,Communication skills,96000,144000,120000.0
855,Business Systems Analyst,Visio,96000,144000,120000.0
856,Business Systems Analyst,Cost management,96000,144000,120000.0
857,Business Systems Analyst,Analysis skills,96000,144000,120000.0
858,Business Systems Analyst,,96000,144000,120000.0
859,Business Systems Analyst,,96000,144000,120000.0
860,ERP Analyst,Accounting,89000,120000,104500.0
861,ERP Analyst,Microsoft Excel,89000,120000,104500.0
862,ERP Analyst,SAP,89000,120000,104500.0
863,ERP Analyst,Systems analysis,89000,120000,104500.0
864,ERP Analyst,Microsoft Powerpoint,89000,120000,104500.0
865,ERP Analyst,,89000,120000,104500.0
866,ERP Analyst,Accounting,74000,98000,86000.0
867,ERP Analyst,JD Edwards,74000,98000,86000.0
868,ERP Analyst,Manufacturing,74000,98000,86000.0
869,ERP Analyst,Microsoft Excel,74000,98000,86000.0
870,ERP Analyst,ERP systems,74000,98000,86000.0
871,ERP Analyst,,74000,98000,86000.0
872,Business Analyst,Microsoft Access,71000,92000,81500.0
873,Business Analyst,Project management,71000,92000,81500.0
874,Business Analyst,Logistics,71000,92000,81500.0
875,Business Analyst,Communication skills,71000,92000,81500.0
876,Business Analyst,SQL,71000,92000,81500.0
877,Business Analyst,,71000,92000,81500.0
878,ERP Analyst,Manufacturing,85000,120000,102500.0
879,ERP Analyst,SQL,85000,120000,102500.0
880,ERP Analyst,E-commerce,85000,120000,102500.0
881,ERP Analyst,Waterfall,85000,120000,102500.0
882,ERP Analyst,ERP systems,85000,120000,102500.0
883,ERP Analyst,,85000,120000,102500.0
884,IT Business Analyst,Sage,80000,95000,87500.0
885,IT Business Analyst,Power BI,80000,95000,87500.0
886,IT Business Analyst,Cognos,80000,95000,87500.0
887,IT Business Analyst,Manufacturing,80000,95000,87500.0
888,IT Business Analyst,Microsoft Excel,80000,95000,87500.0
889,IT Business Analyst,,80000,95000,87500.0
890,IT Business Analyst,,80000,95000,87500.0
891,ERP Analyst,Analysis skills,74000,94000,84000.0
892,ERP Analyst,Power BI,74000,94000,84000.0
893,ERP Analyst,Relational databases,74000,94000,84000.0
894,ERP Analyst,Manufacturing,74000,94000,84000.0
895,ERP Analyst,SQL,74000,94000,84000.0
896,ERP Analyst,,74000,94000,84000.0
897,ERP Analyst,,74000,94000,84000.0
898,Business Analyst,Technical support,85000,110000,97500.0
899,Business Analyst,Crystal Reports,85000,110000,97500.0
900,Business Analyst,Visual Studio,85000,110000,97500.0
901,Business Analyst,C#,85000,110000,97500.0
902,Business Analyst,Microsoft SQL Server,85000,110000,97500.0
903,Business Analyst,,85000,110000,97500.0
904,Business Analyst,,85000,110000,97500.0
905,Sales Analyst,Analysis skills,58000,77000,67500.0
906,Sales Analyst,Microsoft Excel,58000,77000,67500.0
907,Sales Analyst,ERP systems,58000,77000,67500.0
908,Sales Analyst,Budgeting,58000,77000,67500.0
909,Sales Analyst,Microsoft Powerpoint,58000,77000,67500.0
910,Sales Analyst,,58000,77000,67500.0
911,Business Analyst,Analysis skills,86000,120000,103000.0
912,Business Analyst,Jira,86000,120000,103000.0
913,Business Analyst,Negotiation,86000,120000,103000.0
914,Business Analyst,Product management,86000,120000,103000.0
915,Business Analyst,Scrum,86000,120000,103000.0
916,Business Analyst,,86000,120000,103000.0
917,Financial Analyst,Accounting,72000,96000,84000.0
918,Financial Analyst,Manufacturing,72000,96000,84000.0
919,Financial Analyst,Microsoft Excel,72000,96000,84000.0
920,Financial Analyst,Communication skills,72000,96000,84000.0
921,Financial Analyst,CPA,72000,96000,84000.0
922,Financial Analyst,,72000,96000,84000.0
923,Financial Analyst,,72000,96000,84000.0
924,Financial Analyst,,72000,96000,84000.0
925,Business Analyst,Power BI,140000,160000,150000.0
926,Business Analyst,Data modeling,140000,160000,150000.0
927,Business Analyst,SQL,140000,160000,150000.0
928,Business Analyst,Predictive analytics,140000,160000,150000.0
929,Business Analyst,ERP systems,140000,160000,150000.0
930,Business Analyst,,140000,160000,150000.0
931,IT Business Analyst,Warehouse experience,45000,75000,60000.0
932,IT Business Analyst,Warehouse distribution,45000,75000,60000.0
933,IT Business Analyst,Manufacturing,45000,75000,60000.0
934,IT Business Analyst,SQL,45000,75000,60000.0
935,IT Business Analyst,Microsoft Excel,45000,75000,60000.0
936,IT Business Analyst,,45000,75000,60000.0
937,Business Systems Analyst,Accounting,78000,110000,94000.0
938,Business Systems Analyst,Manufacturing,78000,110000,94000.0
939,Business Systems Analyst,Supply chain,78000,110000,94000.0
940,Business Systems Analyst,SQL,78000,110000,94000.0
941,Business Systems Analyst,ERP systems,78000,110000,94000.0
942,Business Systems Analyst,,78000,110000,94000.0
943,Financial Analyst,Accounting,90000,100000,95000.0
944,Financial Analyst,Microsoft Dynamics 365,90000,100000,95000.0
945,Financial Analyst,Business analysis,90000,100000,95000.0
946,Financial Analyst,Financial services,90000,100000,95000.0
947,Financial Analyst,Financial modeling,90000,100000,95000.0
948,Financial Analyst,,90000,100000,95000.0
949,Operations Analyst,SQL,70000,85000,77500.0
950,Operations Analyst,Microsoft Excel,70000,85000,77500.0
951,Operations Analyst,Communication skills,70000,85000,77500.0
952,Operations Analyst,Kaizen,70000,85000,77500.0
953,Operations Analyst,Python,70000,85000,77500.0
954,Operations Analyst,,70000,85000,77500.0
955,Business Systems Analyst,Project management,60000,90000,75000.0
956,Business Systems Analyst,Analysis skills,60000,90000,75000.0
957,Business Systems Analyst,Power BI,60000,90000,75000.0
958,Business Systems Analyst,Manufacturing,60000,90000,75000.0
959,Business Systems Analyst,SQL,60000,90000,75000.0
960,Business Systems Analyst,,60000,90000,75000.0
961,Financial Analyst,Accounting,87000,120000,103500.0
962,Financial Analyst,Cognos,87000,120000,103500.0
963,Financial Analyst,Microsoft Excel,87000,120000,103500.0
964,Financial Analyst,Microsoft Powerpoint,87000,120000,103500.0
965,Financial Analyst,Communication skills,87000,120000,103500.0
966,Financial Analyst,,87000,120000,103500.0
967,Business Analyst,Accounting,98000,130000,114000.0
968,Business Analyst,Analysis skills,98000,130000,114000.0
969,Business Analyst,Bank Secrecy Act,98000,130000,114000.0
970,Business Analyst,SQL,98000,130000,114000.0
971,Business Analyst,ERP systems,98000,130000,114000.0
972,Business Analyst,,98000,130000,114000.0
973,ERP Analyst,Information management,78000,110000,94000.0
974,ERP Analyst,SQL,78000,110000,94000.0
975,ERP Analyst,Payroll,78000,110000,94000.0
976,ERP Analyst,Ceridian,78000,110000,94000.0
977,ERP Analyst,ERP systems,78000,110000,94000.0
978,ERP Analyst,,78000,110000,94000.0
979,IT Business Analyst,SQL,65000,90000,77500.0
980,IT Business Analyst,Microsoft Excel,65000,90000,77500.0
981,IT Business Analyst,Microsoft Powerpoint,65000,90000,77500.0
982,IT Business Analyst,Microsoft Project,65000,90000,77500.0
983,IT Business Analyst,Software troubleshooting,65000,90000,77500.0
984,IT Business Analyst,,65000,90000,77500.0
985,Business Analyst,Microsoft Access,59000,86000,72500.0
986,Business Analyst,Manufacturing,59000,86000,72500.0
987,Business Analyst,SQL,59000,86000,72500.0
988,Business Analyst,SSIS,59000,86000,72500.0
989,Business Analyst,SAP ERP,59000,86000,72500.0
990,Business Analyst,,59000,86000,72500.0
991,Sales Analyst,Data analytics,66000,86000,76000.0
992,Sales Analyst,Communication skills,66000,86000,76000.0
993,Sales Analyst,Microsoft Excel,66000,86000,76000.0
994,Sales Analyst,ERP systems,66000,86000,76000.0
995,Sales Analyst,Business analysis,66000,86000,76000.0
996,Sales Analyst,,66000,86000,76000.0
997,Business Systems Analyst,Project management,70000,90000,80000.0
998,Business Systems Analyst,ERP systems,70000,90000,80000.0
999,Business Systems Analyst,Warehouse management system,70000,90000,80000.0
1000,Business Systems Analyst,SAP Materials Management,70000,90000,80000.0
1001,Business Systems Analyst,Communication skills,70000,90000,80000.0
1002,Business Systems Analyst,,70000,90000,80000.0
1003,Operations Analyst,Warehouse experience,55000,80000,67500.0
1004,Operations Analyst,Power BI,55000,80000,67500.0
1005,Operations Analyst,SQL,55000,80000,67500.0
1006,Operations Analyst,Microsoft Excel,55000,80000,67500.0
1007,Operations Analyst,Warehouse management system,55000,80000,67500.0
1008,Business Systems Analyst,Project management,75000,85000,80000.0
1009,Business Systems Analyst,Accounting,75000,85000,80000.0
1010,Business Systems Analyst,Power BI,75000,85000,80000.0
1011,Business Systems Analyst,Manufacturing,75000,85000,80000.0
1012,Business Systems Analyst,Microsoft Excel,75000,85000,80000.0
1013,Business Systems Analyst,,75000,85000,80000.0
1014,Business Analyst,Project management,74438,89646,82042.0
1015,Business Analyst,Primavera,74438,89646,82042.0
1016,Business Analyst,Analysis skills,74438,89646,82042.0
1017,Business Analyst,Auto estimating,74438,89646,82042.0
1018,Business Analyst,Construction estimating,74438,89646,82042.0
1019,Business Analyst,,74438,89646,82042.0
1020,Business Analyst,Salesforce,80000,100000,90000.0
1021,Business Analyst,Enterprise software,80000,100000,90000.0
1022,Business Analyst,ERP systems,80000,100000,90000.0
1023,Business Analyst,IIBA Certification,80000,100000,90000.0
1024,Business Analyst,,80000,100000,90000.0
1025,Business Analyst,,80000,100000,90000.0
1026,Business Systems Analyst,Bank Secrecy Act,90000,130000,110000.0
1027,Business Systems Analyst,SQL,90000,130000,110000.0
1028,Business Systems Analyst,Microsoft Excel,90000,130000,110000.0
1029,Business Systems Analyst,ERP systems,90000,130000,110000.0
1030,Business Systems Analyst,Financial report writing,90000,130000,110000.0
1031,Business Systems Analyst,,90000,130000,110000.0
1032,Business Systems Analyst,Microsoft Access,67348,91839,79593.5
1033,Business Systems Analyst,EDI,67348,91839,79593.5
1034,Business Systems Analyst,Microsoft Excel,67348,91839,79593.5
1035,Business Systems Analyst,ERP systems,67348,91839,79593.5
1036,Business Systems Analyst,Time management,67348,91839,79593.5
1037,Business Systems Analyst,,67348,91839,79593.5
1038,Business Systems Analyst,,67348,91839,79593.5
1039,Financial Analyst,Microsoft Excel,88000,110000,99000.0
1040,Financial Analyst,Documentation review,88000,110000,99000.0
1041,Financial Analyst,Microsoft Powerpoint,88000,110000,99000.0
1042,Financial Analyst,Microsoft Office,88000,110000,99000.0
1043,Financial Analyst,Microsoft Word,88000,110000,99000.0
1044,Financial Analyst,,88000,110000,99000.0
1045,Financial Analyst,,88000,110000,99000.0
1046,Sales Analyst,Accounting,74000,99000,86500.0
1047,Sales Analyst,Analysis skills,74000,99000,86500.0
1048,Sales Analyst,Microsoft Excel,74000,99000,86500.0
1049,Sales Analyst,ERP systems,74000,99000,86500.0
1050,Sales Analyst,Customer relationship management,74000,99000,86500.0
1051,Sales Analyst,,74000,99000,86500.0
1052,Financial Analyst,Analysis skills,65000,75000,70000.0
1053,Financial Analyst,Microsoft Excel,65000,75000,70000.0
1054,Financial Analyst,Business analysis,65000,75000,70000.0
1055,Financial Analyst,Math,65000,75000,70000.0
